chr11	101220728	101222071	Ezh1
chr11	61207275	61209237	Aldh3a1
chr4	148313529	148314682	Disp3
chr11	119210540	119211115	Tbc1d16
chr6	143557643	143558884	4930579D09Rik
chr13	9429114	9430497	Dip2c
chr13	72623022	72625671	Gm20554
chr17	80798181	80798955	Map4k3
chr9	47338188	47340100	Cadm1
chr7	44670140	44671639	Myh14
chr18	24629449	24630321	Mocos
chr10	41956971	41960239	Armc2
chr6	92940172	92944195	Adamts9
chr12	111989784	111990912	Rd3l
chr4	62612488	62613712	Rgs3
chr4	125702258	125704075	Mir692-3
chr7	133377318	133378442	Tex36
chr17	74866140	74867565	Ltbp1
chr14	63131669	63132937	Ctsb
chr16	23563049	23564786	Masp1
chr11	111762965	111763669	Kcnj2
chr9	60063082	60064058	Thsd4
chr19	31705488	31706586	Prkg1
chr3	145202971	145203727	Odf2l
chr15	52355295	52356426	Slc30a8
chr5	86117877	86119494	Stap1
chr8	34890699	34891391	Tnks
chr14	121963330	121965926	Gpr183
chr10	7839245	7840327	Mir5104
chr5	3494234	3494991	Fam133b
chr16	84378180	84379111	4930553E22Rik
chr16	94865024	94865692	Kcnj6
chr8	87068672	87071688	Gm10637
chr16	4413253	4415453	Adcy9
chr9	115707787	115711346	Gadl1
chr13	30360447	30361660	Agtr1a
chr10	107340560	107341666	Lin7a
chr17	31727080	31729756	Cryaa
chr1	36537331	36538125	Ankrd23
chr4	119366671	119367732	Ccdc30
chr4	32179698	32180624	Map3k7
chr12	86871702	86872732	Irf2bpl
chr3	41195056	41195991	Pgrmc2
chr2	164400195	164401522	Rbpjl
chr4	120615669	120616111	Gm8439
chr2	131176644	131177531	Spef1
chr19	24223958	24225970	Tjp2
chr15	76255853	76256829	Mir6953
chr4	97909690	97911454	Nfia
chr13	47587246	47589586	4930471G24Rik
chr1	191493431	191495226	Gm32200
chr16	84590221	84591810	4930529L06Rik
chr8	94178453	94180227	Mt1
chr8	46868302	46870275	Enpp6
chr15	101398168	101398849	Krt7
chr14	55053565	55055778	Gm10364
chr6	146521020	146522465	Itpr2
chr17	66352004	66353658	Mtcl1
chr3	115874276	115876389	A930005H10Rik
chr7	44696234	44698423	Izumo2
chr12	81688319	81691786	Ttc9
chr10	116895262	116895836	Myrfl
chr7	74765518	74767272	Slco3a1
chr7	119620340	119620913	Acsm1
chr6	126161947	126165060	Ntf3
chr2	59132051	59133009	Ccdc148
chr16	35317487	35320269	Sec22a
chr6	124484933	124485307	C1rl
chr5	146460544	146462691	Gm6408
chr12	69775775	69777629	Mir681
chr11	81095550	81096565	Asic2
chr1	40469666	40470727	Il18r1
chr10	9602676	9603747	Samd5
chr13	41054775	41055499	Mak
chr15	10685683	10687221	Rai14
chr4	131885133	131885914	Srsf4
chr7	46130698	46132193	Kcnj11
chr16	55636360	55637654	Mir5118
chr17	66459382	66460110	Mtcl1
chr4	89478649	89479727	Cdkn2b
chr3	106784997	106785577	Cd53
chr19	24258046	24260000	Fxn
chr7	99594092	99595093	Tpbgl
chr8	115787560	115788953	Maf
chr15	73981349	73983317	Mroh5
chr7	49395554	49399913	Nav2
chr7	24804783	24805331	Gm5893
chr12	77111765	77113116	Fut8
chr11	46308619	46309262	Cyfip2
chr13	53918388	53920851	E130119H09Rik
chr2	68415446	68416203	Stk39
chr16	29982750	29983633	Gm1968
chr15	63692645	63694671	Gsdmc
chr18	6031869	6032961	Arhgap12
chr9	53634291	53635589	Acat1
chr14	66560756	66562286	Adra1a
chr4	155360792	155362836	Prkcz
chr17	36160884	36162666	Gm8909
chr5	104201145	104202806	Dmp1
chr14	24140321	24141544	Mir7210
chr15	6871347	6875119	Osmr
chr6	49867114	49868504	Npy
chr3	100478970	100479607	Tent5c
chr19	57243177	57244477	Ablim1
chr11	50073492	50074827	Mir340
chr11	74959118	74960818	Srr
chr1	179842316	179843247	Ahctf1
chr15	79878798	79879981	Apobec3
chr5	23518146	23520008	Kmt2e
chr19	56712803	56714167	Adrb1
chr7	25709760	25712294	Ccdc97
chr10	69871872	69873108	Ank3
chr2	32046915	32048025	Mir7674
chr13	80494797	80495875	Arrdc3
chr1	131000143	131001511	Il10
chr11	87216168	87218045	Trim37
chr4	62527485	62528277	4933430I17Rik
chr1	187227773	187229478	Gpatch2
chr10	109683168	109685198	Nav3
chr5	135722012	135722684	Mir7034
chr2	59587409	59588363	Tanc1
chr1	79932193	79933366	Serpine2
chr6	87182878	87185097	D6Ertd527e
chr15	101484680	101486779	Krt85
chr1	37122179	37124188	Vwa3b
chr8	46558772	46560409	Cenpu
chr12	75852978	75855686	Syne2
chr9	75504018	75505431	Tmod3
chr10	20915288	20916744	Ahi1
chr18	6783600	6784483	Rab18
chr11	105933955	105935062	Cyb561
chr15	41827406	41827927	Oxr1
chr19	7178745	7179818	Otub1
chr7	117090741	117091381	Xylt1
chr14	59972915	59973948	Atp8a2
chr1	131025506	131026941	Il10
chr7	68156823	68158031	Pgpep1l
chr2	163594798	163597935	Ttpal
chr11	111773947	111775544	Kcnj2
chr12	83112247	83113459	1700085C21Rik
chr1	168362155	168363678	Pbx1
chr19	4937277	4938116	Peli3
chr3	108533040	108533597	5330417C22Rik
chr2	129337629	129338884	Il1a
chr7	51723441	51724988	Slc17a6
chr6	6219561	6220016	Slc25a13
chr1	78425475	78426944	Farsb
chr6	8622885	8623546	Glcci1
chr1	92651088	92652985	Otos
chr7	140312037	140313342	Olfr525
chr2	4428154	4429213	Frmd4a
chr8	8905967	8907229	Arglu1
chr1	151235734	151237492	C730036E19Rik
chr1	15890917	15893651	Sbspon
chr19	25436190	25438043	Dmrt1
chr11	85456876	85458839	Bcas3
chr12	12627102	12628597	Gm34637
chr13	102652104	102653115	Cd180
chr9	61314676	61316601	B930092H01Rik
chr2	11358838	11361538	Gm13293
chr1	11033228	11033876	Prex2
chr7	84392431	84393099	Arnt2
chr4	128002213	128003238	Csmd2
chr1	179059095	179062936	Smyd3
chr6	50260842	50264167	Gsdme
chr4	56473802	56474847	Actl7b
chr10	23492734	23494513	Eya4
chr1	58303193	58304833	Aox2
chr15	73900947	73902499	Mroh5
chr3	116384230	116385076	Cdc14a
chr5	67668920	67670650	Shisa3
chr11	111158331	111159804	Kcnj2
chr7	135658327	135660166	5830432E09Rik
chr2	160619035	160622230	Top1
chr9	57717997	57718937	Edc3
chr9	118532547	118533454	Golga4
chr3	153302750	153303871	1700012D16Rik
chr10	118084953	118086251	Mdm1
chr3	25124321	25125885	Naaladl2
chr13	94183037	94185446	Scamp1
chr7	44684726	44687421	Myh14
chr4	125175592	125177421	Zc3h12a
chr3	57540483	57541673	Wwtr1
chr15	73813686	73814562	Ndufb4c
chr1	15286001	15287876	Kcnb2
chr2	128704296	128705435	Mertk
chr5	26903652	26905504	Dpp6
chr9	88379086	88381068	Nt5e
chr4	154698729	154699962	Actrt2
chr9	34711827	34712712	Kirrel3
chr3	151762177	151763414	Ifi44l
chr19	5571762	5573196	Ap5b1
chr7	131152649	131154030	1700029B22Rik
chr1	151686160	151687047	2810414N06Rik
chr19	24331013	24331995	Fxn
chr2	128450302	128452238	Morrbid
chr5	89526248	89527587	Npffr2
chr9	102724077	102724592	Amotl2
chr14	23431860	23432745	Gm10248
chr19	4045649	4046637	Gstp2
chr1	192444112	192445412	Kcnh1
chr9	45845937	45847818	Bace1
chr9	62019991	62022260	Paqr5
chr3	104092411	104093452	Phtf1os
chr13	55019399	55023371	Hk3
chr11	118074730	118076131	Dnah17
chr12	51354900	51356262	G2e3
chr11	113705302	113706547	Cpsf4l
chr13	53244033	53244949	Ror2
chr13	96795029	96796247	Ankrd31
chr5	108405159	108406692	Pde6b
chr6	82913101	82914374	Sema4f
chr7	3376084	3377649	Cacng8
chr1	135770687	135772294	Phlda3
chr8	120381884	120384340	Gse1
chr11	86961874	86962749	Ypel2
chr5	137541686	137543061	Gnb2
chr12	83424211	83425465	Dpf3
chr4	139424400	139425210	Ubr4
chr13	48774229	48775459	Phf2
chr6	31024080	31025512	Mir29a
chr11	86580257	86582515	Mir21a
chr18	46559443	46560257	Ticam2
chr17	86217492	86219077	Prkce
chr9	29666460	29667231	Ntm
chr17	44075589	44079378	Enpp5
chr4	128890438	128892074	Trim62
chr1	118699056	118700561	Tfcp2l1
chr4	123802573	123804267	Rhbdl2
chr13	105752331	105753094	Htr1a
chr8	127326630	127327260	Pard3
chr4	89140761	89141451	Mtap
chr10	111984376	111985415	Krr1
chr2	170468173	170470968	Pfdn4
chr17	43982290	43983250	Rcan2
chr2	128738344	128739269	Mertk
chr8	12427470	12429729	Sox1
chr16	34049468	34050950	Umps
chr11	103606375	103607455	Gm884
chr13	63216574	63217970	Aopep
chr12	67683044	67683781	Mdga2
chr5	92367693	92369382	Cxcl11
chr11	116103699	116104719	Trim47
chr4	151901207	151903566	Dnajc11
chr11	104691946	104692958	Itgb3
chr17	86202880	86204424	Prkce
chr6	100326975	100327592	Rybp
chr1	15683134	15684235	Terf1
chr12	94420264	94422797	Mir8099-2
chr5	148418850	148420138	Slc7a1
chr5	76744303	76745502	C530008M17Rik
chr1	130396766	130397778	Gm15674
chr9	110683198	110685999	Ccdc12
chr12	86800541	86802676	Lrrc74a
chr12	101020275	101020823	Mir1190
chr6	102194707	102195374	4930587E11Rik
chr7	112953418	112956135	Rassf10
chr4	87625436	87626215	Mllt3
chr12	77532560	77534536	Fut8
chr4	137188591	137189910	Gm13003
chr4	129129865	129131703	Fndc5
chr10	23176494	23177918	Eya4
chr14	21935909	21937388	Zfp503
chr13	48552118	48553088	Mirlet7a-1
chr15	77854919	77855951	Myh9
chr1	95307931	95308905	Fam174a
chr16	97430976	97431957	Mx1
chr9	56257385	56259221	Tspan3
chr7	30803873	30804748	Krtdap
chr12	32094712	32095625	Prkar2b
chr4	133562608	133563840	Nr0b2
chr18	60758737	60760732	Ndst1
chr18	67252013	67253517	Mppe1
chr6	6279545	6281857	Gm20619
chr2	11338750	11340100	Gm13293
chr2	128324058	128325995	Morrbid
chr10	20423131	20423705	Mtfr2
chr16	76432155	76433744	Fau
chr6	29700812	29702820	Tspan33
chr2	119172812	119174964	Gm14137
chr8	104595969	104596805	Pdp2
chr5	3686844	3689313	Tmbim7
chr3	33308103	33309536	Pex5l
chr7	78280420	78281385	Ntrk3
chr18	78121464	78124754	Slc14a1
chr12	69474178	69477284	5830428M24Rik
chr17	43217488	43218254	Adgrf1
chr18	45558007	45561160	Kcnn2
chr14	76882605	76884020	4930431P22Rik
chr6	53662720	53664186	Creb5
chr15	92112391	92113356	Cntn1
chr7	123063039	123064295	Tnrc6a
chr5	37336281	37339271	Evc2
chr14	52342599	52344011	Olfr1513
chr17	48362670	48363931	Treml1
chr1	153005313	153006992	Nmnat2
chr3	151390585	151391373	Adgrl4
chr12	34677092	34677736	Hdac9
chr12	53327434	53329494	Npas3
chr11	118748511	118749277	Rbfox3
chr4	101416325	101417295	Ak4
chr4	102086817	102088786	Gm12789
chr12	25239628	25242982	Gm17746
chr1	36172744	36174434	Mir6897
chr4	139175270	139176772	Gm16287
chr11	102338160	102339854	Ubtf
chr12	103276389	103277018	Prima1
chr15	55217439	55218851	Deptor
chr2	170519794	170522014	Gm16796
chr11	69684342	69686513	Tnfsf13
chr2	75607054	75608730	Hnrnpa3
chr14	57069890	57071384	Gja3
chr10	18073551	18074030	Reps1
chr6	52609621	52610332	Hibadh
chr11	80802487	80803423	Tmem98
chr12	69510470	69511475	5830428M24Rik
chr17	34262850	34265585	H2-Ab1
chr9	75520776	75522430	Tmod3
chr9	48783142	48783884	Zbtb16
chr6	39333946	39335649	Slc37a3
chr9	8899795	8903074	Pgr
chr1	60352423	60353412	Cyp20a1
chr9	48816870	48817774	Zbtb16
chr4	155788001	155789087	Ankrd65
chr11	63135136	63136690	Pmp22
chr7	63443702	63445758	Otud7a
chr3	57516174	57518249	Wwtr1
chr15	78623179	78625560	Cyth4
chr14	38244728	38246124	Nrg3os
chr3	152121508	152123228	Gipc2
chr7	113121885	113122540	4930543E12Rik
chr7	80134074	80135397	Idh2
chr11	66167694	66168837	Gm12296
chr18	78125697	78126026	Slc14a1
chr4	54918107	54918967	Zfp462
chr11	121026719	121027842	Cd7
chr4	130104568	130105062	Pef1
chr15	73685226	73685949	Gpr20
chr9	30985300	30986731	Adamts8
chr14	33699165	33700519	Ptpn20
chr9	67105470	67106612	Gm10646
chr17	73262803	73263667	Capn13
chr5	150408936	150411577	Gm5
chr1	92647718	92649132	Otos
chr4	43585984	43588791	Msmp
chr1	162476098	162478642	Dnm3
chr1	38557314	38558383	Aff3
chr11	95085851	95087327	Itga3
chr11	117234738	117236159	Sept9
chr5	119720301	119722228	Tbx3os2
chr3	72976341	72977086	Sis
chr2	84810633	84812906	Smtnl1
chr17	87174621	87175796	C330024C12Rik
chr9	102550705	102552484	Ky
chr4	6356991	6359072	Sdcbp
chr1	87606825	87608983	Inpp5d
chr11	109926356	109927678	Abca8b
chr16	18704651	18706383	Cldn5
chr1	131141477	131141784	Dyrk3
chr2	60449267	60450358	Gm13580
chr16	95241446	95242297	Kcnj15
chr14	34501408	34503753	Bmpr1a
chr14	76149534	76150263	Nufip1
chr5	44494042	44495639	Tapt1
chr19	5991552	5992616	Slc22a20
chr8	10952904	10954379	3930402G23Rik
chr15	94615863	94616483	Tmem117
chr18	76029381	76030567	Zbtb7c
chr17	64076103	64077558	1110058D11Rik
chr9	54080431	54080760	Tnfaip8l3
chr17	72501534	72502761	Alk
chr8	120377610	120379083	Gse1
chr15	38430983	38432458	Mir6951
chr8	122110379	122113284	Zfp469
chr12	85940908	85945271	Ttll5
chr12	86556127	86557556	Vash1
chr4	7137200	7138037	Tox
chr6	53500923	53502509	Creb5
chr13	44540395	44541802	1700029N11Rik
chr16	34468318	34470495	Kalrn
chr17	77932138	77933821	Crim1
chr9	60186794	60188322	Thsd4
chr1	58339394	58340854	Bzw1
chr1	164821618	164822738	Dpt
chr3	107939271	107941516	Gstm6
chr8	94171485	94173612	Mt2
chr2	165407281	165408380	Ocstamp
chr4	148509152	148510634	Angptl7
chr8	93273093	93273889	Ces1f
chr17	8014067	8014463	Rsph3a
chr6	107748409	107750234	Lrrn1
chr18	53264174	53266691	Snx24
chr10	125264755	125266122	Slc16a7
chr7	113113196	113114064	4930543E12Rik
chr3	98258572	98259784	Hmgcs2
chr4	7091023	7094735	Tox
chr17	83365617	83368143	Eml4
chr4	117805866	117807794	Slc6a9
chr1	106517457	106518347	Mir3473f
chr12	115802086	115804551	Mir6388
chr1	137203236	137204156	Nr5a2
chr2	118750186	118751413	Inafm2
chr6	115283897	115284639	Timp4
chr2	58133486	58135740	Cytip
chr10	27863324	27864440	Ptprk
chr10	121520874	121521548	Rassf3
chr8	122308841	122310229	Zfpm1
chr12	77065366	77067561	Max
chr2	163924194	163924809	Rims4
chr4	88078801	88079658	Focad
chr4	97830844	97832364	Nfia
chr12	101766168	101768041	Tc2n
chrX	102600818	102601636	Phka1
chr10	121500146	121501742	Rassf3
chr6	134388459	134390139	Bcl2l14
chr2	129605981	129607436	Sirpa
chr8	57540113	57542117	Hmgb2
chr4	138825907	138828090	Pla2g2a
chr5	129241177	129242848	Adgrd1
chr5	21565548	21565959	Lrrc17
chr7	130386296	130387074	Fgfr2
chr1	136683074	136686002	Gm19705
chr6	90560193	90561587	Aldh1l1
chr17	4974620	4975374	Arid1b
chr5	120464446	120467550	Sdsl
chr11	49174241	49176154	Btnl9
chr7	138396765	138398955	Tcerg1l
chr16	95578995	95580313	Erg
chr10	127149820	127151474	B4galnt1
chr15	25577800	25578138	Myo10
chr9	47634092	47635548	Cadm1
chr2	71481651	71482519	Metap1d
chr11	104595446	104599895	Itgb3
chr4	58508623	58509464	Lpar1
chr2	72021734	72022224	Rapgef4
chr6	48566304	48569835	Rarres2
chr4	88343394	88345229	Hacd4
chr19	47279873	47280511	Mir6995
chr17	5285621	5288159	Ldhal6b
chr8	117252540	117253209	Cmip
chr15	78605455	78607911	Cyth4
chr1	54866990	54867829	Ankrd44
chr2	165375553	165376369	Zfp334
chr11	49980897	49984382	Rnf130
chr2	107231446	107232374	Kcna4
chr10	77342573	77344102	Adarb1
chr18	60650541	60652418	G630071F17Rik
chr9	53321070	53323998	Exph5
chr17	52901636	52902366	Kcnh8
chr16	15886458	15890964	Cebpd
chr14	34174655	34175103	Npy4r
chr13	79917778	79918461	Arrdc3
chr6	147751538	147753092	1700049E15Rik
chr14	9337153	9337592	Mnd1-ps
chr11	86919851	86921600	Mir12182
chr4	124594592	124596224	4933407E24Rik
chr7	134042312	134043475	Adam12
chr13	46593072	46593926	Fam8a1
chr15	25575614	25575841	Myo10
chr2	71436413	71437370	Metap1d
chr17	26420711	26424854	Neurl1b
chr11	117999977	118001360	Mir6933
chr18	89159186	89160425	Cd226
chr6	113166068	113167587	Lhfpl4
chr9	60545215	60546833	9230112J17Rik
chr9	43544931	43545763	Nectin1
chr13	93969237	93971289	Lhfpl2
chr2	6646507	6647411	Celf2
chr15	67413908	67416110	1700012I11Rik
chr8	110688933	110690792	Mtss2
chr1	43340311	43341519	Nck2
chr5	75465444	75467813	Kit
chr13	95553504	95554655	F2rl1
chr1	172414979	172415438	Pigm
chr7	143367484	143368524	4933417O13Rik
chr6	146119913	146121313	Sspn
chr1	39698289	39699243	Rfx8
chr19	44196748	44197914	Pkd2l1
chr1	63517607	63518267	Adam23
chr3	152146804	152148018	Gipc2
chr8	34941174	34942778	Tnks
chr1	138681307	138682624	Gm5833
chr18	79948471	79948905	Gm36718
chr1	57852173	57853222	Spats2l
chr12	109980496	109981848	3110009F21Rik
chr3	105653189	105654489	Ddx20
chr17	44336609	44338537	Clic5
chr14	64038423	64039566	Prss55
chr10	59930790	59931274	Ddit4
chr16	48157140	48159251	6430553K19Rik
chr3	137860163	137860995	H2afz
chr7	27366941	27368531	Shkbp1
chr2	164407520	164408723	Matn4
chr12	83149714	83151670	1700085C21Rik
chr7	64829859	64830762	Nsmce3
chr17	25228718	25230732	Unkl
chr19	20434069	20436699	1500015L24Rik
chr13	30197692	30199479	Mboat1
chr12	77039283	77040662	Max
chr16	30171056	30174619	Cpn2
chr14	54128348	54128947	Dad1
chr6	30252172	30253549	Ube2h
chr7	46115784	46117195	Kcnj11
chr1	164119235	164121390	Selp
chr5	3501195	3503227	Fam133b
chr15	84512205	84514257	Rtl6
chr5	139796641	139797390	Mafk
chr6	85368726	85369948	Rab11fip5
chr3	86056452	86057617	Sh3d19
chr9	48910625	48911797	Htr3a
chr16	97762093	97764433	Ripk4
chr2	150771753	150773256	Pygb
chr9	22789133	22789948	Bbs9
chr11	85924702	85926923	Tbx4
chr7	83716932	83718030	Il16
chr1	127618910	127619680	Tmem163
chr2	32628087	32629735	Ak1
chr2	64180797	64181141	Fign
chr3	102168559	102169792	Vangl1
chr12	83140793	83143345	1700085C21Rik
chr14	63427208	63428390	Fam167a
chr2	136689400	136690163	Snap25
chr13	94298181	94299008	Scamp1
chr16	43463952	43465472	Gm15713
chr15	92050725	92052258	Cntn1
chr11	45840303	45840788	Clint1
chr13	107599139	107601433	1700006H21Rik
chr17	34639355	34641404	Fkbpl
chr17	15268819	15270596	Gm5091
chr2	128178737	128180566	Bcl2l11
chr11	98750270	98751747	Thra
chr12	31270861	31272542	Lamb1
chr12	108912350	108915481	Wdr25
chr2	128551574	128553383	Spdye4c
chr9	106137595	106138464	Mir135a-1
chr2	11512286	11513888	Pfkfb3
chr3	26340880	26342123	Nlgn1
chr7	80373431	80376414	Man2a2
chr17	12709942	12710955	Airn
chr11	116099407	116100620	Trim47
chr5	106749451	106751294	Zfp644
chr17	45244535	45245947	Cdc5l
chr6	115758380	115760219	Tmem40
chr5	49990147	49991660	Adgra3
chr15	79377555	79378541	Mir1943
chr3	152722329	152723443	Pigk
chr13	99502089	99504216	Map1b
chr16	95009573	95010683	Kcnj6
chr3	147063584	147065332	Ttll7
chr11	32357339	32358747	Sh3pxd2b
chr6	90476545	90477965	Klf15
chr11	18753330	18755652	Meis1
chr18	14627966	14629322	Ss18
chr9	72035928	72037726	Tcf12
chr11	120980323	120981212	Csnk1d
chr8	57601608	57603092	AW046200
chr16	93743553	93744627	Dop1b
chr7	142384122	142384515	Ctsd
chr4	137641415	137644222	Rap1gap
chr1	172650453	172652169	Dusp23
chr12	114562359	114565028	Mir7094-2
chr15	103295410	103296418	Mir148b
chr8	122144635	122145866	Zfp469
chr11	89144515	89145938	Gm525
chr17	5234939	5235389	Ldhal6b
