ID	name	Binom_Genome_Fraction	Binom_Expected	Binom_Observed_Region_Hits	Binom_Fold_Enrichment	Binom_Region_Set_Coverage	Binom_Raw_PValue	Binom_Adjp_BH	Hyper_Total_Genes	Hyper_Expected	Hyper_Observed_Gene_Hits	Hyper_Fold_Enrichment	Hyper_Gene_Set_Coverage	Hyper_Term_Gene_Coverage	Hyper_Raw_PValue	Hyper_Adjp_BH
GO:0046483	heterocycle metabolic process	0.2844683	42.10131	62	1.472638	0.4189189	0.0003157078	0.17491051732	3925	49.16569	74	1.505115	0.2761194	0.0188535	0.0001164976	0.0233470463333333
GO:0065007	biological regulation	0.7141606	105.6958	124	1.173178	0.8378378	0.0003334781	0.17491051732	12332	154.4742	173	1.119928	0.6455224	0.01402854	0.01197149	0.430534909973753
GO:0006725	cellular aromatic compound metabolic process	0.2911195	43.08569	63	1.462202	0.4256757	0.0003340537	0.17491051732	3972	49.75443	75	1.507404	0.2798507	0.01888218	9.761701e-05	0.0210320218048387
GO:0051707	response to other organism	0.04927267	7.292354	18	2.468339	0.1216216	0.0003875745	0.191465054407407	802	10.04609	17	1.692201	0.06343284	0.02119701	0.02478587	0.585084223518851
GO:1902564	negative regulation of neutrophil activation	0.0001923281	0.02846456	2	70.2628	0.01351351	0.0003949241	0.191465054407407	3	0.03757887	1	26.6107	0.003731343	0.3333333	0.03711183	0.677536756903766
GO:0043207	response to external biotic stimulus	0.04970372	7.35615	18	2.446932	0.1216216	0.0004294063	0.194723606	806	10.09619	17	1.683803	0.06343284	0.02109181	0.02583472	0.597484955477032
GO:0050896	response to stimulus	0.5096722	75.43149	96	1.272678	0.6486486	0.0004433244	0.194723606	8144	102.0141	117	1.1469	0.4365672	0.0143664	0.03408419	0.677536756903766
GO:0044065	regulation of respiratory system process	0.002374908	0.3514864	4	11.38024	0.02702703	0.0004649781	0.194723606	16	0.2004207	4	19.95802	0.01492537	0.25	3.891485e-05	0.0125777914926829
GO:0060216	definitive hemopoiesis	0.002380485	0.3523118	4	11.35358	0.02702703	0.0004690629	0.194723606	21	0.2630521	3	11.40458	0.01119403	0.1428571	0.002187286	0.176157671165644
GO:0031663	lipopolysaccharide-mediated signaling pathway	0.002410253	0.3567175	4	11.21335	0.02702703	0.0004912986	0.194723606	33	0.4133676	4	9.676617	0.01492537	0.1212121	0.0007401022	0.0787637219349594
GO:0060313	negative regulation of blood vessel remodeling	0.0002171708	0.03214128	2	62.22527	0.01351351	0.0005023234	0.194723606	3	0.03757887	1	26.6107	0.003731343	0.3333333	0.03711183	0.677536756903766
GO:0010556	regulation of macromolecule biosynthetic process	0.3076121	45.52659	65	1.427737	0.4391892	0.0005057756	0.194723606	3957	49.56653	75	1.513118	0.2798507	0.01895375	8.612923e-05	0.0210320218048387
GO:0090304	nucleic acid metabolic process	0.2475505	36.63748	55	1.501195	0.3716216	0.000540675	0.196742663638889	3314	41.51213	66	1.589897	0.2462687	0.01991551	6.166023e-05	0.0175193886297872
GO:0032501	multicellular organismal process	0.5329745	78.88022	99	1.255067	0.6689189	0.0005410799	0.196742663638889	7375	92.3814	124	1.342262	0.4626866	0.01681356	3.939568e-05	0.0125777914926829
GO:0050789	regulation of biological process	0.6887307	101.9321	120	1.177254	0.8108108	0.0005834991	0.206432519432432	11715	146.7455	166	1.13121	0.619403	0.01416987	0.009960467	0.410007902610063
GO:0019222	regulation of metabolic process	0.4453432	65.91079	86	1.304794	0.5810811	0.0006218618	0.2097199951	6108	76.51059	103	1.346219	0.3843284	0.01686313	0.0002833576	0.0408276524615385
GO:0010604	positive regulation of macromolecule metabolic process	0.2610257	38.6318	57	1.475468	0.3851351	0.0006314157	0.2097199951	2912	36.47656	64	1.754551	0.238806	0.02197802	3.672611e-06	0.00218582056
GO:0009893	positive regulation of metabolic process	0.2732537	40.44154	59	1.458896	0.3986486	0.0006408556	0.2097199951	3106	38.90666	67	1.72207	0.25	0.02157115	3.835669e-06	0.00218582056
GO:0044249	cellular biosynthetic process	0.2868266	42.45034	61	1.436973	0.4121622	0.0007334122	0.232742942666667	3683	46.13433	71	1.538984	0.2649254	0.01927776	8.428164e-05	0.0210320218048387
GO:0071260	cellular response to mechanical stimulus	0.007160128	1.059699	6	5.661986	0.04054054	0.0007467688	0.232742942666667	68	0.8517878	6	7.044008	0.02238806	0.08823529	0.0002086631	0.0329084334819277
GO:0071222	cellular response to lipopolysaccharide	0.01299537	1.923315	8	4.159484	0.05405405	0.000766903	0.233459541162791	159	1.99168	7	3.51462	0.0261194	0.04402516	0.003975739	0.244207389066667
GO:0046968	peptide antigen transport	5.640335e-06	0.0008347696	1	1197.935	0.006756757	0.0008344236	0.248241021	1	0.01252629	1	79.83209	0.003731343	1	0.01252629	0.430534909973753
GO:0010628	positive regulation of gene expression	0.17661	26.13828	42	1.606839	0.2837838	0.0008741538	0.2542816276	1783	22.33438	46	2.059605	0.1716418	0.02579921	2.017331e-06	0.001650428924375
GO:0009058	biosynthetic process	0.2952923	43.70326	62	1.418658	0.4189189	0.0009139676	0.255035839978723	3833	48.01327	72	1.499585	0.2686567	0.01878424	0.0001680315	0.0292789000886076
GO:0071219	cellular response to molecule of bacterial origin	0.01336166	1.977525	8	4.04546	0.05405405	0.0009157131	0.255035839978723	168	2.104417	7	3.326337	0.0261194	0.04166667	0.005358636	0.281705000963855
GO:0060255	regulation of macromolecule metabolic process	0.4239006	62.73729	82	1.307038	0.5540541	0.0009684181	0.261043549038462	5751	72.0387	97	1.346498	0.3619403	0.01686663	0.0004827673	0.0564234281875
GO:1901576	organic substance biosynthetic process	0.2899173	42.90776	61	1.421654	0.4121622	0.0009834416	0.261043549038462	3750	46.97359	70	1.490199	0.261194	0.01866667	0.0002590993	0.0389840211149425
GO:0019219	regulation of nucleobase-containing compound metabolic process	0.315227	46.6536	65	1.393247	0.4391892	0.001031549	0.261043549038462	3978	49.82959	73	1.464993	0.2723881	0.01835093	0.0003071686	0.0419558250927835
GO:0016070	RNA metabolic process	0.2242362	33.18696	50	1.506616	0.3378378	0.001034031	0.261043549038462	2859	35.81267	60	1.675385	0.2238806	0.02098636	3.300684e-05	0.0116772847459459
GO:2000112	regulation of cellular macromolecule biosynthetic process	0.302839	44.82018	63	1.405617	0.4256757	0.001036995	0.261043549038462	3858	48.32643	73	1.510561	0.2723881	0.01892172	0.0001177162	0.0233470463333333
GO:0051247	positive regulation of protein metabolic process	0.1344789	19.90287	34	1.708296	0.2297297	0.001117868	0.272525315740741	1495	18.72681	33	1.76218	0.1231343	0.02207358	0.00109454	0.10233949
GO:0071233	cellular response to leucine	0.0003266227	0.04834016	2	41.37346	0.01351351	0.001124245	0.272525315740741	7	0.08768404	1	11.40458	0.003731343	0.1428571	0.08446831	0.96292409643168
GO:0034641	cellular nitrogen compound metabolic process	0.3108111	46.00004	64	1.391303	0.4324324	0.001215894	0.28853352	4393	55.028	78	1.41746	0.2910448	0.01775552	0.0005006929	0.0580006200088496
GO:0043576	regulation of respiratory gaseous exchange	0.003094167	0.4579367	4	8.734831	0.02702703	0.001234368	0.28853352	23	0.2881047	4	13.88384	0.01492537	0.173913	0.0001767023	0.0292789000886076
GO:0009617	response to bacterium	0.03700479	5.476709	14	2.556279	0.09459459	0.001271928	0.292097149473684	551	6.901986	13	1.883516	0.04850746	0.02359347	0.02214882	0.585084223518851
GO:0002274	myeloid leukocyte activation	0.0079782	1.180774	6	5.081415	0.04054054	0.001295629	0.292410062241379	104	1.302734	6	4.605697	0.02238806	0.05769231	0.001990365	0.1628367365625
GO:0009889	regulation of biosynthetic process	0.3243753	48.00754	66	1.374784	0.4459459	0.001333666	0.295893015932203	4185	52.42253	77	1.468834	0.2873134	0.01839904	0.0001790728	0.0293007869
GO:0006950	response to stress	0.209511	31.00762	47	1.515756	0.3175676	0.001386558	0.302500737	2953	36.99014	53	1.432814	0.1977612	0.01794785	0.004053146	0.244207389066667
GO:1903506	regulation of nucleic acid-templated transcription	0.2817082	41.69281	59	1.415112	0.3986486	0.001433777	0.304409639032258	3492	43.74181	67	1.531715	0.25	0.01918671	0.0001656545	0.0292789000886076
GO:0071216	cellular response to biotic stimulus	0.01436025	2.125317	8	3.764144	0.05405405	0.001441818	0.304409639032258	188	2.354943	7	2.972471	0.0261194	0.03723404	0.009689081	0.402635143777778
GO:2001141	regulation of RNA biosynthetic process	0.2819484	41.72837	59	1.413906	0.3986486	0.001465606	0.304520357777778	3499	43.82949	67	1.528651	0.25	0.01914833	0.000175785	0.0292789000886076
GO:0002489	antigen processing and presentation of endogenous peptide antigen via MHC class Ib via ER pathway, TAP-dependent	1.032393e-05	0.001527942	1	654.4751	0.006756757	0.001526783	0.308397623333333	2	0.02505258	1	39.91604	0.003731343	0.5	0.02489625	0.585084223518851
GO:0003360	brainstem development	0.0003835957	0.05677216	2	35.22854	0.01351351	0.001542116	0.308397623333333	5	0.06263146	2	31.93284	0.007462687	0.4	0.001524782	0.133955680402685
GO:0006820	anion transport	0.03781329	5.596367	14	2.501623	0.09459459	0.001554946	0.308397623333333	470	5.887357	14	2.377977	0.05223881	0.02978723	0.002553781	0.195491188830409
GO:0031326	regulation of cellular biosynthetic process	0.3205642	47.4435	65	1.370051	0.4391892	0.001653957	0.319340604637681	4130	51.73358	76	1.469065	0.2835821	0.01840194	0.0002000806	0.0319396957804878
GO:0031323	regulation of cellular metabolic process	0.4240069	62.75303	81	1.290774	0.5472973	0.001681167	0.319340604637681	5784	72.45207	96	1.325014	0.358209	0.01659751	0.0009350562	0.0920292154736842
GO:0045402	regulation of interleukin-4 biosynthetic process	0.0004011119	0.05936457	2	33.69013	0.01351351	0.001683308	0.319340604637681	4	0.05010516	2	39.91604	0.007462687	0.5	0.0009225006	0.0920292154736842
GO:0014806	smooth muscle hyperplasia	1.211352e-05	0.001792801	1	557.7864	0.006756757	0.001791206	0.33381948	1	0.01252629	1	79.83209	0.003731343	1	0.01252629	0.430534909973753
GO:0009605	response to external stimulus	0.16063	23.77325	38	1.598436	0.2567568	0.001840206	0.33381948	1782	22.32185	38	1.702368	0.141791	0.02132435	0.0008629426	0.0889442412125984
GO:0002237	response to molecule of bacterial origin	0.02611183	3.86455	11	2.846386	0.07432432	0.001861709	0.33381948	320	4.008413	10	2.494753	0.03731343	0.03125	0.007354146	0.345860508100358
GO:0051252	regulation of RNA metabolic process	0.2909189	43.056	60	1.393534	0.4054054	0.001886287	0.33381948	3624	45.39528	68	1.497953	0.2537313	0.0187638	0.0002818888	0.0408276524615385
GO:0016049	cell growth	0.01857512	2.749118	9	3.273777	0.06081081	0.001910901	0.33381948	129	1.615892	8	4.950827	0.02985075	0.0620155	0.0002254691	0.0351356014166667
GO:1904050	positive regulation of spontaneous neurotransmitter secretion	1.328026e-05	0.001965479	1	508.7818	0.006756757	0.001963562	0.33381948	1	0.01252629	1	79.83209	0.003731343	1	0.01252629	0.430534909973753
GO:1905302	negative regulation of macropinocytosis	1.328026e-05	0.001965479	1	508.7818	0.006756757	0.001963562	0.33381948	1	0.01252629	1	79.83209	0.003731343	1	0.01252629	0.430534909973753
GO:0006810	transport	0.2546801	37.69265	54	1.43264	0.3648649	0.001963644	0.33381948	3463	43.37855	57	1.314014	0.2126866	0.01645972	0.01660651	0.507895364252337
GO:0060268	negative regulation of respiratory burst	0.0004412179	0.06530025	2	30.62776	0.01351351	0.002028858	0.335951456296296	5	0.06263146	1	15.96642	0.003731343	0.2	0.06108748	0.832953242916667
GO:0030154	cell differentiation	0.342035	50.62118	68	1.343311	0.4594595	0.002045556	0.335951456296296	3498	43.81697	81	1.848599	0.3022388	0.02315609	9.686612e-09	1.5849718885e-05
GO:0072540	T-helper 17 cell lineage commitment	0.0004457901	0.06597693	2	30.31363	0.01351351	0.002070207	0.335951456296296	8	0.1002103	2	19.95802	0.007462687	0.25	0.004164519	0.244207389066667
GO:0031325	positive regulation of cellular metabolic process	0.2552997	37.78436	54	1.429163	0.3648649	0.002078844	0.335951456296296	2914	36.50161	62	1.698555	0.2313433	0.0212766	1.531894e-05	0.00742684905925926
GO:0043313	regulation of neutrophil degranulation	0.0004497148	0.0665578	2	30.04907	0.01351351	0.00210602	0.336192704878049	9	0.1127366	1	8.870232	0.003731343	0.1111111	0.107269	1
GO:0006355	regulation of transcription, DNA-templated	0.2806759	41.54003	58	1.396243	0.3918919	0.002266927	0.353686501666667	3476	43.54139	66	1.515799	0.2462687	0.01898734	0.000255103	0.0388290496511628
GO:0015697	quaternary ammonium group transport	0.0004672549	0.06915373	2	28.92107	0.01351351	0.002269646	0.353686501666667	12	0.1503155	2	13.30535	0.007462687	0.1666667	0.009497328	0.39790881629393
GO:0071514	genetic imprinting	0.001761414	0.2606892	3	11.50796	0.02027027	0.002391417	0.364318444651163	24	0.300631	3	9.979011	0.01119403	0.125	0.003237742	0.219596076580311
GO:1902563	regulation of neutrophil activation	0.0004801374	0.07106034	2	28.14509	0.01351351	0.002393536	0.364318444651163	10	0.1252629	1	7.983209	0.003731343	0.1	0.1184563	1
GO:0002295	T-helper cell lineage commitment	0.0004854065	0.07184016	2	27.83958	0.01351351	0.002445111	0.367890838965517	10	0.1252629	2	15.96642	0.007462687	0.2	0.006583203	0.326869226444444
GO:0002476	antigen processing and presentation of endogenous peptide antigen via MHC class Ib	1.683602e-05	0.002491731	1	401.3274	0.006756757	0.00248865	0.369949723846154	3	0.03757887	1	26.6107	0.003731343	0.3333333	0.03711183	0.677536756903766
GO:0043373	CD4-positive, alpha-beta T cell lineage commitment	0.0004957644	0.07337313	2	27.25793	0.01351351	0.002548019	0.369949723846154	11	0.1377892	2	14.51493	0.007462687	0.1818182	0.007979983	0.359256568976109
GO:0045595	regulation of cell differentiation	0.1922754	28.45676	43	1.511065	0.2905405	0.002565955	0.369949723846154	1670	20.91891	51	2.437986	0.1902985	0.03053892	2.219925e-09	4.15125975e-06
GO:1902302	regulation of potassium ion export	0.0004981338	0.0737238	2	27.12828	0.01351351	0.002571843	0.369949723846154	6	0.07515775	2	26.6107	0.007462687	0.3333333	0.002268271	0.177794415508982
GO:0002376	immune system process	0.1251584	18.52344	31	1.673555	0.2094595	0.002666377	0.372256118969072	1744	21.84585	31	1.419034	0.1156716	0.01777523	0.03050443	0.646555636774194
GO:0010810	regulation of cell-substrate adhesion	0.0233738	3.459322	10	2.89074	0.06756757	0.002670262	0.372256118969072	182	2.279785	10	4.386379	0.03731343	0.05494505	0.0001040884	0.0216272564444444
GO:0043011	myeloid dendritic cell differentiation	0.001842485	0.2726877	3	11.00159	0.02027027	0.002713312	0.372256118969072	22	0.2755784	3	10.88619	0.01119403	0.1363636	0.00250937	0.19322149
GO:1903766	positive regulation of potassium ion export across plasma membrane	1.865998e-05	0.002761677	1	362.0988	0.006756757	0.002757893	0.372256118969072	1	0.01252629	1	79.83209	0.003731343	1	0.01252629	0.430534909973753
GO:1903815	negative regulation of collecting lymphatic vessel constriction	1.865998e-05	0.002761677	1	362.0988	0.006756757	0.002757893	0.372256118969072	1	0.01252629	1	79.83209	0.003731343	1	0.01252629	0.430534909973753
GO:0046967	cytosol to ER transport	1.866413e-05	0.002762292	1	362.0182	0.006756757	0.002758506	0.372256118969072	2	0.02505258	1	39.91604	0.003731343	0.5	0.02489625	0.585084223518851
GO:0014805	smooth muscle adaptation	1.944222e-05	0.002877448	1	347.5302	0.006756757	0.00287334	0.383796128571429	2	0.02505258	1	39.91604	0.003731343	0.5	0.02489625	0.585084223518851
GO:0006364	rRNA processing	0.009396459	1.390676	6	4.314449	0.04054054	0.002918473	0.385886985555556	186	2.32989	6	2.575229	0.02238806	0.03225806	0.03004083	0.646555636774194
GO:0048869	cellular developmental process	0.346981	51.35319	68	1.324163	0.4594595	0.003056972	0.4001576348	3583	44.8817	81	1.804744	0.3022388	0.02260675	2.894761e-08	4.21026905444444e-05
GO:0044763	single-organism cellular process	0.6416077	94.95794	111	1.168939	0.75	0.003190872	0.413549648316832	8980	112.4861	150	1.333498	0.5597015	0.01670379	2.398207e-06	0.00166213926421053
GO:0060541	respiratory system development	0.0322913	4.779112	12	2.510927	0.08108108	0.003254041	0.417601928333333	240	3.00631	12	3.991604	0.04477612	0.05	5.384345e-05	0.0162563255555556
GO:1900075	positive regulation of neuromuscular synaptic transmission	2.28095e-05	0.003375805	1	296.2256	0.006756757	0.003370152	0.428022325140187	1	0.01252629	1	79.83209	0.003731343	1	0.01252629	0.430534909973753
GO:0031929	TOR signaling	0.002000621	0.2960919	3	10.13199	0.02027027	0.003415146	0.428022325140187	23	0.2881047	2	6.941921	0.007462687	0.08695652	0.03326795	0.677536756903766
GO:0042059	negative regulation of epidermal growth factor receptor signaling pathway	0.002013687	0.2980257	3	10.06625	0.02027027	0.003477619	0.428022325140187	23	0.2881047	2	6.941921	0.007462687	0.08695652	0.03326795	0.677536756903766
GO:0071171	site-specific DNA replication termination at RTS1 barrier	2.368125e-05	0.003504825	1	285.321	0.006756757	0.003498731	0.428022325140187	1	0.01252629	1	79.83209	0.003731343	1	0.01252629	0.430534909973753
GO:1902979	mitotic DNA replication termination	2.368125e-05	0.003504825	1	285.321	0.006756757	0.003498731	0.428022325140187	1	0.01252629	1	79.83209	0.003731343	1	0.01252629	0.430534909973753
GO:0043161	proteasome-mediated ubiquitin-dependent protein catabolic process	0.01665895	2.465525	8	3.244745	0.05405405	0.003568285	0.432143172293578	248	3.10652	9	2.897132	0.03358209	0.03629032	0.004197606	0.244207389066667
GO:0002481	antigen processing and presentation of exogenous protein antigen via MHC class Ib, TAP-dependent	2.435735e-05	0.003604888	1	277.4012	0.006756757	0.003598442	0.432143172293578	3	0.03757887	1	26.6107	0.003731343	0.3333333	0.03711183	0.677536756903766
GO:0010033	response to organic substance	0.2254156	33.36151	48	1.438784	0.3243243	0.003657051	0.435189069	2725	34.13414	48	1.406217	0.1791045	0.01761468	0.008920877	0.385393663135314
GO:0016072	rRNA metabolic process	0.009893995	1.464311	6	4.097489	0.04054054	0.003748106	0.438451536875	192	2.405048	6	2.494753	0.02238806	0.03125	0.03429343	0.677536756903766
GO:0006807	nitrogen compound metabolic process	0.3368253	49.85015	66	1.323968	0.4459459	0.003751457	0.438451536875	4726	59.19925	80	1.351368	0.2985075	0.01692763	0.001771376	0.149595560258065
GO:1901185	negative regulation of ERBB signaling pathway	0.002081729	0.3080959	3	9.737227	0.02027027	0.003814248	0.441845188672566	24	0.300631	2	6.652674	0.007462687	0.08333333	0.03599797	0.677536756903766
GO:0009611	response to wounding	0.03743929	5.541015	13	2.34614	0.08783784	0.003927462	0.450969101578947	386	4.835148	14	2.895464	0.05223881	0.03626943	0.0003924827	0.0493999859903846
GO:0010467	gene expression	0.24454	36.19193	51	1.409154	0.3445946	0.004028365	0.458533024782609	3161	39.59561	62	1.56583	0.2313433	0.01961405	0.0001707074	0.0292789000886076
GO:0002087	regulation of respiratory gaseous exchange by neurological system process	0.002157473	0.319306	3	9.395376	0.02027027	0.004211583	0.459852755645161	13	0.1628418	3	18.42279	0.01119403	0.2307692	0.0005065099	0.0581597771140351
GO:0055085	transmembrane transport	0.09144615	13.53403	24	1.773308	0.1621622	0.004214404	0.459852755645161	1072	13.42818	24	1.787286	0.08955224	0.02238806	0.004416503	0.251441370782609
GO:0045368	positive regulation of interleukin-13 biosynthetic process	0.0006434775	0.09523467	2	21.00075	0.01351351	0.004231707	0.459852755645161	2	0.02505258	2	79.83209	0.007462687	1	0.0001563298	0.0288219307323944
GO:0002428	antigen processing and presentation of peptide antigen via MHC class Ib	2.904095e-05	0.00429806	1	232.6631	0.006756757	0.004288899	0.459852755645161	4	0.05010516	1	19.95802	0.003731343	0.25	0.04917494	0.780242381333333
GO:0071705	nitrogen compound transport	0.03345536	4.951393	12	2.423561	0.08108108	0.004302988	0.459852755645161	464	5.812199	12	2.064623	0.04477612	0.02586207	0.01451937	0.462429570072993
GO:0090066	regulation of anatomical structure size	0.04697431	6.952198	15	2.157591	0.1013514	0.004316249	0.459852755645161	450	5.636831	14	2.483665	0.05223881	0.03111111	0.001716516	0.14590386
GO:0006351	transcription, DNA-templated	0.1801399	26.6607	40	1.500336	0.2702703	0.004327698	0.459852755645161	2025	25.36574	47	1.852893	0.1753731	0.02320988	2.520324e-05	0.00982496515
GO:0097659	nucleic acid-templated transcription	0.1801671	26.66473	40	1.500109	0.2702703	0.004339274	0.459852755645161	2026	25.37827	47	1.851978	0.1753731	0.02319842	2.551939e-05	0.00982496515
GO:0001773	myeloid dendritic cell activation	0.002183942	0.3232235	3	9.281504	0.02027027	0.00435613	0.459852755645161	28	0.3507362	3	8.553438	0.01119403	0.1071429	0.005051047	0.274349399294606
GO:0050794	regulation of cellular process	0.668373	98.9192	114	1.152456	0.7702703	0.004487059	0.46164503	11181	140.0565	156	1.113837	0.5820896	0.01395224	0.02842242	0.623608911185309
GO:0048701	embryonic cranial skeleton morphogenesis	0.007173677	1.061704	5	4.70941	0.03378378	0.004504393	0.46164503	47	0.5887357	5	8.492775	0.01865672	0.106383	0.0002964787	0.0412862359893617
GO:0042060	wound healing	0.02936863	4.346557	11	2.530739	0.07432432	0.004519421	0.46164503	303	3.795466	12	3.161667	0.04477612	0.03960396	0.0004682964	0.0552252241081081
GO:0009987	cellular process	0.8087012	119.6878	132	1.10287	0.8918919	0.004542867	0.46164503	14736	184.5874	200	1.083497	0.7462687	0.0135722	0.02238129	0.585084223518851
GO:0001562	response to protozoan	0.002220257	0.328598	3	9.129697	0.02027027	0.004559286	0.46164503	34	0.4258939	3	7.044008	0.01119403	0.08823529	0.008732003	0.381998163953488
GO:0090503	RNA phosphodiester bond hydrolysis, exonucleolytic	0.002224731	0.3292602	3	9.111334	0.02027027	0.00458471	0.46164503	31	0.388315	3	7.725686	0.01119403	0.09677419	0.006742146	0.326869226444444
GO:0032496	response to lipopolysaccharide	0.025415	3.761421	10	2.65857	0.06756757	0.004788506	0.477886789402985	304	3.807993	9	2.36345	0.03358209	0.02960526	0.01483837	0.463566260859189
GO:0002887	negative regulation of myeloid leukocyte mediated immunity	0.000688763	0.1019369	2	19.61998	0.01351351	0.004827128	0.477886789402985	9	0.1127366	1	8.870232	0.003731343	0.1111111	0.107269	1
GO:0050728	negative regulation of inflammatory response	0.01045253	1.546974	6	3.878539	0.04054054	0.004875256	0.477886789402985	116	1.45305	5	3.441038	0.01865672	0.04310345	0.01546797	0.479800301658768
GO:0010498	proteasomal protein catabolic process	0.01757286	2.600783	8	3.075997	0.05405405	0.004892042	0.477886789402985	258	3.231783	9	2.78484	0.03358209	0.03488372	0.005414548	0.28350573328
GO:0032774	RNA biosynthetic process	0.1816942	26.89074	40	1.487501	0.2702703	0.005033744	0.488086733037037	2041	25.56616	47	1.838368	0.1753731	0.02302793	3.072225e-05	0.0111709514583333
GO:0051234	establishment of localization	0.2656948	39.32282	54	1.373248	0.3648649	0.005130191	0.490863438759124	3591	44.98191	58	1.289407	0.2164179	0.01615149	0.02228357	0.585084223518851
