ID	name	Binom_Genome_Fraction	Binom_Expected	Binom_Observed_Region_Hits	Binom_Fold_Enrichment	Binom_Region_Set_Coverage	Binom_Raw_PValue	Binom_Adjp_BH	Hyper_Total_Genes	Hyper_Expected	Hyper_Observed_Gene_Hits	Hyper_Fold_Enrichment	Hyper_Gene_Set_Coverage	Hyper_Term_Gene_Coverage	Hyper_Raw_PValue	Hyper_Adjp_BH
GO:0006351	transcription, DNA-templated	0.1801399	279.0367	364	1.304488	0.2349903	3.374937e-08	6.59372019850746e-06	2025	208.5102	289	1.386024	0.1311847	0.142716	1.962934e-09	1.95960374166667e-07
GO:0097659	nucleic acid-templated transcription	0.1801671	279.0788	364	1.304291	0.2349903	3.42962e-08	6.6020185e-06	2026	208.6131	289	1.385339	0.1311847	0.1426456	2.065678e-09	2.03306203157895e-07
GO:0010557	positive regulation of macromolecule biosynthetic process	0.1645419	254.8754	337	1.322215	0.2175597	3.503888e-08	6.64723100289855e-06	1679	172.8832	258	1.492337	0.117113	0.1536629	1.045582e-11	1.87488607945205e-09
GO:0042981	regulation of apoptotic process	0.1275241	197.5348	272	1.376972	0.1755972	3.64232e-08	6.8111384e-06	1458	150.1273	220	1.465423	0.09986382	0.1508916	2.118041e-09	2.05371531037037e-07
GO:0050778	positive regulation of immune response	0.02758349	42.72683	82	1.919169	0.05293738	3.706621e-08	6.83375618169014e-06	392	40.36345	60	1.486493	0.02723559	0.1530612	0.001162204	0.0204581217204301
GO:0002761	regulation of myeloid leukocyte differentiation	0.0131108	20.30863	49	2.412768	0.03163331	3.791535e-08	6.89322127083333e-06	121	12.45913	32	2.568398	0.01452565	0.2644628	3.918013e-07	2.12808257966805e-05
GO:0031326	regulation of cellular biosynthetic process	0.3205642	496.5539	597	1.202286	0.3854099	4.166483e-08	7.47113184520548e-06	4130	425.2578	519	1.220436	0.2355878	0.1256659	9.936462e-08	6.28349215362319e-06
GO:0050793	regulation of developmental process	0.2541801	393.7249	488	1.239444	0.315042	4.402823e-08	7.66088805263158e-06	2383	245.3727	400	1.630173	0.1815706	0.1678556	2.746602e-25	3.595302018e-21
GO:0010033	response to organic substance	0.2254156	349.1687	440	1.260136	0.2840542	4.419313e-08	7.66088805263158e-06	2725	280.5878	368	1.311533	0.1670449	0.1350459	7.161392e-09	6.0871832e-07
GO:0016070	RNA metabolic process	0.2242362	347.3419	438	1.261005	0.2827631	4.44788e-08	7.66088805263158e-06	2859	294.3855	364	1.236474	0.1652292	0.1273172	4.207526e-06	0.000178819855
GO:0033554	cellular response to stress	0.1061004	164.3495	233	1.417711	0.1504196	4.630358e-08	7.8716086e-06	1379	141.9928	191	1.345138	0.08669995	0.1385062	9.710836e-06	0.000370597210612245
GO:0050794	regulation of cellular process	0.668373	1035.31	1133	1.094358	0.7314396	4.716575e-08	7.9153803525641e-06	11181	1151.285	1189	1.032759	0.5397186	0.1063411	0.04680974	0.303004605037037
GO:0019222	regulation of metabolic process	0.4453432	689.8365	795	1.152447	0.5132343	4.829146e-08	8.00171153670886e-06	6108	628.9284	742	1.179784	0.3368134	0.12148	1.607462e-08	1.26757093855422e-06
GO:0044262	cellular carbohydrate metabolic process	0.01202388	18.62499	46	2.469801	0.02969658	5.072745e-08	8.30027900625e-06	136	14.00365	30	2.142299	0.01361779	0.2205882	4.378054e-05	0.00134212475081967
GO:0045596	negative regulation of cell differentiation	0.08547929	132.4074	195	1.472727	0.1258877	5.223526e-08	8.44147596790123e-06	731	75.2696	142	1.886552	0.06445756	0.1942544	4.405548e-14	1.28152496266667e-11
GO:0009967	positive regulation of signal transduction	0.1303947	201.9813	276	1.366463	0.1781795	5.530203e-08	8.82809235e-06	1364	140.4483	228	1.623373	0.1034952	0.1671554	3.656778e-14	1.11319125627907e-11
GO:0010467	gene expression	0.24454	378.7925	471	1.243425	0.3040671	5.965459e-08	9.4081757e-06	3161	325.4818	400	1.228947	0.1815706	0.1265422	2.32508e-06	0.000104949300689655
GO:1902106	negative regulation of leukocyte differentiation	0.01129986	17.50349	44	2.513785	0.02840542	6.068072e-08	9.45607886666667e-06	92	9.473054	27	2.850189	0.01225601	0.2934783	3.280918e-07	1.82754113276596e-05
GO:0080135	regulation of cellular response to stress	0.05766309	89.32012	142	1.589787	0.09167205	6.443042e-08	9.92228468e-06	562	57.86801	102	1.762632	0.0463005	0.1814947	8.287537e-09	6.99895866645161e-07
GO:0044710	single-organism metabolic process	0.2231771	345.7013	435	1.258312	0.2808263	6.556604e-08	9.97976120465117e-06	3028	311.7871	371	1.189915	0.1684067	0.1225231	0.000102016	0.00275906909090909
GO:0051173	positive regulation of nitrogen compound metabolic process	0.1774062	274.8022	357	1.299116	0.2304713	7.421976e-08	1.11670880275862e-05	1852	190.6967	278	1.457812	0.1261916	0.150108	2.072729e-11	3.43443324177215e-09
GO:0009889	regulation of biosynthetic process	0.3243753	502.4573	601	1.196121	0.3879923	7.809832e-08	1.16171251e-05	4185	430.921	524	1.216	0.2378575	0.1252091	1.370394e-07	8.46153653773585e-06
GO:0009605	response to external stimulus	0.16063	248.8159	327	1.314225	0.2111039	1.085255e-07	1.59617842134831e-05	1782	183.4889	259	1.411529	0.117567	0.1453423	2.772949e-09	2.61135988561151e-07
GO:0045893	positive regulation of transcription, DNA-templated	0.1486704	230.2905	306	1.328757	0.1975468	1.183012e-07	1.72062523111111e-05	1435	147.7591	228	1.543053	0.1034952	0.158885	7.478104e-12	1.37870959661972e-09
GO:0050865	regulation of cell activation	0.04506517	69.80595	116	1.661749	0.07488702	1.296351e-07	1.86475105384615e-05	494	50.86618	92	1.808667	0.04176123	0.1862348	1.246472e-08	1.00718015308642e-06
GO:0051241	negative regulation of multicellular organismal process	0.1238194	191.7963	262	1.366032	0.1691414	1.346725e-07	1.90570628645833e-05	1095	112.7499	207	1.835921	0.09396278	0.1890411	1.048305e-18	8.0746974e-16
GO:0006725	cellular aromatic compound metabolic process	0.2911195	450.9441	545	1.208575	0.3518399	1.362364e-07	1.90570628645833e-05	3972	408.9888	485	1.185851	0.2201543	0.1221047	8.981924e-06	0.000345804074
GO:1902680	positive regulation of RNA biosynthetic process	0.1489146	230.6687	306	1.326578	0.1975468	1.374446e-07	1.90570628645833e-05	1441	148.3769	228	1.536628	0.1034952	0.1582235	1.135004e-11	1.98096031466667e-09
GO:0019438	aromatic compound biosynthetic process	0.2026235	313.8638	398	1.268066	0.25694	1.394551e-07	1.90570628645833e-05	2377	244.7549	327	1.33603	0.148434	0.1375684	8.588909e-09	7.17813328471338e-07
GO:0006955	immune response	0.05689605	88.13198	139	1.57718	0.08973531	1.397615e-07	1.90570628645833e-05	928	95.55429	111	1.161643	0.05038584	0.1196121	0.05161883	0.321910664459266
GO:0048534	hematopoietic or lymphoid organ development	0.06119614	94.79283	147	1.55075	0.09489994	1.584813e-07	2.11760002142857e-05	687	70.739	110	1.555012	0.04993191	0.1601164	1.699021e-06	7.85872257597173e-05
GO:0042592	homeostatic process	0.1229359	190.4277	260	1.365348	0.1678502	1.585369e-07	2.11760002142857e-05	1411	145.2878	207	1.424758	0.09396278	0.1467045	6.264496e-08	4.27095065833333e-06
GO:0030097	hemopoiesis	0.05549254	85.95795	136	1.582169	0.08779858	1.619549e-07	2.14140367777778e-05	629	64.76686	99	1.528559	0.04493872	0.1573927	1.158302e-05	0.000435694631609195
GO:1901360	organic cyclic compound metabolic process	0.3013453	466.7839	561	1.201841	0.3621691	1.651748e-07	2.14425605148515e-05	4156	427.9349	502	1.173076	0.2278711	0.1207892	1.952933e-05	0.000679908177393617
GO:0080090	regulation of primary metabolic process	0.4201416	650.7993	751	1.153966	0.4848289	1.654468e-07	2.14425605148515e-05	5742	591.2422	696	1.177183	0.3159328	0.1212121	9.118495e-08	5.87985712068965e-06
GO:0051247	positive regulation of protein metabolic process	0.1344789	208.3078	280	1.344165	0.1807618	1.808629e-07	2.32107388333333e-05	1495	153.9371	229	1.48762	0.1039492	0.1531773	2.370534e-10	3.103029006e-08
GO:0006139	nucleobase-containing compound metabolic process	0.2771507	429.3065	521	1.213585	0.336346	1.887576e-07	2.39887085825243e-05	3795	390.7635	463	1.18486	0.210168	0.1220026	1.686166e-05	0.000604709943561644
GO:1901362	organic cyclic compound biosynthetic process	0.2086114	323.1391	407	1.259519	0.2627502	1.972071e-07	2.47325078e-05	2481	255.4636	336	1.315256	0.1525193	0.1354293	2.795161e-08	2.07890099375e-06
GO:0051234	establishment of localization	0.2656948	411.5612	502	1.219746	0.3240801	1.983891e-07	2.47325078e-05	3591	369.758	464	1.254875	0.2106219	0.1292119	1.934321e-08	1.48942717e-06
GO:0045935	positive regulation of nucleobase-containing compound metabolic process	0.1698191	263.0498	341	1.296333	0.220142	2.017037e-07	2.49085040849057e-05	1744	179.5762	260	1.447854	0.1180209	0.1490826	2.070778e-10	2.76596775714286e-08
GO:0009617	response to bacterium	0.03700479	57.32043	99	1.727133	0.0639122	2.064587e-07	2.52574241401869e-05	551	56.73536	67	1.180921	0.03041307	0.1215971	0.08502787	0.430196858981233
GO:0007162	negative regulation of cell adhesion	0.02839845	43.9892	81	1.841361	0.0522918	2.352484e-07	2.85129773703704e-05	242	24.91825	58	2.327611	0.02632773	0.2396694	6.002023e-10	6.65817636186441e-08
GO:0031323	regulation of cellular metabolic process	0.4240069	656.7867	755	1.149536	0.4874112	2.880225e-07	3.45891240825688e-05	5784	595.5668	704	1.182067	0.3195642	0.1217151	3.596129e-08	2.64456902303371e-06
GO:0002694	regulation of leukocyte activation	0.04129334	63.96338	107	1.672832	0.06907682	2.975819e-07	3.54122461e-05	460	47.36527	85	1.794564	0.03858375	0.1847826	6.381149e-08	4.32793991761658e-06
GO:0051607	defense response to virus	0.008042971	12.45856	34	2.729047	0.02194964	3.078718e-07	3.63066834414414e-05	183	18.84314	25	1.326743	0.01134816	0.136612	0.08722025	0.434938313333333
GO:0042221	response to chemical	0.3058119	473.7026	566	1.194843	0.365397	3.111301e-07	3.63633304375e-05	4651	478.9041	496	1.035698	0.2251475	0.1066437	0.1825066	0.598128055555556
GO:0046483	heterocycle metabolic process	0.2844683	440.6414	531	1.205062	0.3428018	3.315316e-07	3.84048552566372e-05	3925	404.1493	473	1.170359	0.2147072	0.1205096	4.688733e-05	0.00141681123064516
GO:1901701	cellular response to oxygen-containing compound	0.08619232	133.5119	192	1.438074	0.1239509	3.359212e-07	3.84242038782609e-05	835	85.97827	139	1.616688	0.06309578	0.1664671	6.267246e-09	5.469216676e-07
GO:0006810	transport	0.2546801	394.4995	482	1.221801	0.3111685	3.375694e-07	3.84242038782609e-05	3463	356.5781	441	1.236756	0.2001816	0.1273462	2.84946e-07	1.59399279487179e-05
GO:0051252	regulation of RNA metabolic process	0.2909189	450.6334	541	1.200532	0.3492576	3.845861e-07	4.33985521465517e-05	3624	373.156	453	1.21397	0.2056287	0.125	1.617318e-06	7.56096165e-05
GO:0060548	negative regulation of cell death	0.09022505	139.7586	199	1.423884	0.12847	3.898021e-07	4.36111922136752e-05	970	99.87894	158	1.581915	0.07172038	0.1628866	2.695932e-09	2.55722825217391e-07
GO:0032268	regulation of cellular protein metabolic process	0.1927976	298.6435	378	1.265723	0.2440284	4.036336e-07	4.47759646101695e-05	2406	247.741	325	1.311854	0.1475261	0.135079	6.448153e-08	4.35084137989691e-06
GO:0030183	B cell differentiation	0.00931288	14.42565	37	2.564876	0.02388638	4.137617e-07	4.5513787e-05	114	11.73835	21	1.789008	0.009532456	0.1842105	0.005946028	0.0727415948785047
GO:0009891	positive regulation of biosynthetic process	0.1763936	273.2338	350	1.280954	0.2259522	4.201033e-07	4.58262683083333e-05	1829	188.3284	273	1.449595	0.1239219	0.1492619	5.970712e-11	8.98351954942529e-09
GO:0032870	cellular response to hormone stimulus	0.04975882	77.07641	123	1.595819	0.07940607	4.255922e-07	4.59991290901639e-05	455	46.85043	90	1.921007	0.04085338	0.1978022	8.316583e-10	8.92328454672131e-08
GO:0045638	negative regulation of myeloid cell differentiation	0.008935785	13.84153	36	2.600868	0.0232408	4.287161e-07	4.59991290901639e-05	94	9.67899	21	2.169648	0.009532456	0.2234043	0.0004852037	0.0102275626940419
GO:0045637	regulation of myeloid cell differentiation	0.02044468	31.66882	63	1.989339	0.0406714	4.352384e-07	4.63192736260163e-05	207	21.31437	43	2.017418	0.01951884	0.2077295	5.719962e-06	0.000234715682068965
GO:0030155	regulation of cell adhesion	0.06994647	108.3471	161	1.485965	0.103938	5.147597e-07	5.4054620928e-05	629	64.76686	124	1.914559	0.05628688	0.1971383	6.56409e-13	1.48144720862069e-10
GO:0008654	phospholipid biosynthetic process	0.009401705	14.56324	37	2.540643	0.02388638	5.161824e-07	5.4054620928e-05	140	14.41552	23	1.595503	0.01044031	0.1642857	0.01626014	0.149469966713483
GO:0031328	positive regulation of cellular biosynthetic process	0.1733754	268.5585	344	1.280913	0.2220788	5.51028e-07	5.72456866666667e-05	1800	185.3424	268	1.445973	0.1216523	0.1488889	1.197208e-10	1.70106379784946e-08
GO:0044763	single-organism cellular process	0.6416077	993.8503	1085	1.091714	0.7004519	5.684441e-07	5.85900257401575e-05	8980	924.6525	1122	1.213429	0.5093055	0.1249443	2.368864e-19	3.100842976e-16
GO:0031347	regulation of defense response	0.0383938	59.47199	100	1.681464	0.06455778	5.856222e-07	5.9889020296875e-05	520	53.54335	80	1.494116	0.03631412	0.1538462	0.0001663585	0.00417171027777778
GO:0044093	positive regulation of molecular function	0.1502197	232.6903	304	1.306457	0.1962556	5.933345e-07	6.02073535271318e-05	1563	160.939	265	1.646587	0.1202905	0.1695457	3.583756e-17	1.61763331172414e-14
