ID	name	Binom_Genome_Fraction	Binom_Expected	Binom_Observed_Region_Hits	Binom_Fold_Enrichment	Binom_Region_Set_Coverage	Binom_Raw_PValue	Binom_Adjp_BH	Hyper_Total_Genes	Hyper_Expected	Hyper_Observed_Gene_Hits	Hyper_Fold_Enrichment	Hyper_Gene_Set_Coverage	Hyper_Term_Gene_Coverage	Hyper_Raw_PValue	Hyper_Adjp_BH
GO:0071704	organic substance metabolic process	0.5299766	731.3677	863	1.179981	0.6253623	5.35474e-13	4.1231498e-10	8229	790.0148	884	1.118966	0.4303797	0.107425	4.612872e-06	0.000361557409583333
GO:0044238	primary metabolic process	0.5060814	698.3923	830	1.188444	0.6014493	6.919359e-13	4.80459493684211e-10	7840	752.6693	851	1.130643	0.4143135	0.1085459	1.44017e-06	0.000132759333098592
GO:0002376	immune system process	0.1251584	172.7186	266	1.540078	0.1927536	6.97382e-13	4.80459493684211e-10	1744	167.4305	226	1.349814	0.1100292	0.1295872	1.111399e-06	0.000108568753059702
GO:0008152	metabolic process	0.5484657	756.8826	885	1.16927	0.6413043	1.641143e-12	1.0741280935e-09	8684	833.6965	918	1.10112	0.4469328	0.1057117	3.990881e-05	0.0019939172629771
GO:0006810	transport	0.2546801	351.4585	465	1.323058	0.3369565	6.053327e-12	3.77324049666667e-09	3463	332.4609	423	1.27233	0.2059396	0.1221484	1.751439e-08	2.93927391153846e-06
GO:0065009	regulation of molecular function	0.26082	359.9315	474	1.316917	0.3434783	6.660455e-12	3.962970725e-09	3146	302.0278	401	1.327693	0.1952288	0.1274634	2.296822e-10	6.26362499583333e-08
GO:0044237	cellular metabolic process	0.5035851	694.9474	819	1.178506	0.5934783	1.258018e-11	7.15976331304348e-09	7645	733.9486	825	1.124057	0.4016553	0.1079137	6.667476e-06	0.000476924922622951
GO:0019222	regulation of metabolic process	0.4453432	614.5736	737	1.199206	0.534058	2.367937e-11	1.2860024408e-08	6108	586.3908	695	1.185216	0.3383642	0.1137852	2.183571e-08	3.57286804875e-06
GO:0051234	establishment of localization	0.2656948	366.6588	478	1.303664	0.3463768	2.456078e-11	1.2860024408e-08	3591	344.7494	435	1.261786	0.2117819	0.1211362	2.907648e-08	4.5310848e-06
GO:0006996	organelle organization	0.1741927	240.3859	336	1.397752	0.2434783	5.248349e-11	2.64234186192308e-08	2547	244.5215	292	1.194169	0.1421616	0.1146447	0.0004890363	0.0155753897007299
GO:0051716	cellular response to stimulus	0.4363689	602.189	721	1.197298	0.5224638	8.215994e-11	3.98323560962963e-08	6626	636.1208	650	1.021819	0.3164557	0.0980984	0.2504992	0.791765701527071
GO:0031323	regulation of cellular metabolic process	0.4240069	585.1296	703	1.201443	0.5094203	1.047601e-10	4.897534675e-08	5784	555.2856	656	1.181374	0.3193768	0.1134163	1.240719e-07	1.67433110412371e-05
GO:0009967	positive regulation of signal transduction	0.1303947	179.9446	264	1.467118	0.1913043	1.296086e-10	5.85026404827586e-08	1364	130.9491	201	1.534948	0.09785784	0.1473607	2.518132e-10	6.72700977142857e-08
GO:0031325	positive regulation of cellular metabolic process	0.2552997	352.3136	457	1.29714	0.3311594	1.961687e-10	8.55949427666667e-08	2914	279.7549	391	1.397652	0.1903603	0.1341798	3.42537e-13	1.793523732e-10
GO:0048731	system development	0.3977869	548.9459	664	1.209591	0.4811594	2.134607e-10	9.01355020322581e-08	4168	400.1436	594	1.484467	0.2891918	0.1425144	1.20966e-27	1.58344494e-23
GO:0032502	developmental process	0.4659767	643.0478	759	1.180317	0.55	2.46541e-10	9.9745205e-08	5388	517.2681	708	1.368729	0.3446933	0.1314031	2.910793e-23	4.76278504625e-20
GO:0006950	response to stress	0.209511	289.1251	387	1.338521	0.2804348	2.514585e-10	9.9745205e-08	2953	283.499	326	1.149916	0.1587147	0.1103962	0.002692109	0.0580555301647446
GO:0044767	single-organism developmental process	0.4639297	640.2229	756	1.180839	0.5478261	2.611561e-10	1.005450985e-07	5348	513.428	705	1.373123	0.3432327	0.131825	1.546714e-23	3.59275775833333e-20
GO:0044707	single-multicellular organism process	0.4717849	651.0632	766	1.176537	0.5550725	3.503473e-10	1.31017700916667e-07	5396	518.0362	720	1.389864	0.3505355	0.1334322	9.167833e-26	6.0003466985e-22
GO:0080090	regulation of primary metabolic process	0.4201416	579.7954	694	1.196974	0.5028986	3.603237e-10	1.31017700916667e-07	5742	551.2535	648	1.175503	0.315482	0.1128527	3.378906e-07	3.98467383243243e-05
GO:0060255	regulation of macromolecule metabolic process	0.4239006	584.9828	699	1.194907	0.5065217	3.959308e-10	1.40073896540541e-07	5751	552.1175	654	1.18453	0.3184031	0.1137194	8.616715e-08	1.21282579946237e-05
GO:0010647	positive regulation of cell communication	0.1445404	199.4658	284	1.423803	0.2057971	4.566325e-10	1.57297879605263e-07	1497	143.7176	217	1.509906	0.1056475	0.1449566	2.053901e-10	5.84468784565217e-08
GO:0009893	positive regulation of metabolic process	0.2732537	377.0901	481	1.275557	0.3485507	5.410361e-10	1.81593911512821e-07	3106	298.1876	419	1.405156	0.2039922	0.1349002	1.519399e-14	9.944466455e-12
GO:1902531	regulation of intracellular signal transduction	0.149021	205.649	290	1.41017	0.2101449	7.47956e-10	2.44768601e-07	1584	152.0699	224	1.473007	0.1090555	0.1414141	9.852968e-10	2.11435001836066e-07
GO:0023056	positive regulation of signaling	0.1447318	199.7299	283	1.416914	0.2050725	8.045477e-10	2.54624373666667e-07	1505	144.4856	216	1.494958	0.1051607	0.1435216	5.554467e-10	1.29835666125e-07
GO:0022407	regulation of cell-cell adhesion	0.03809572	52.57209	101	1.921171	0.07318841	8.169766e-10	2.54624373666667e-07	375	36.0014	70	1.944369	0.03407984	0.1866667	4.256766e-08	6.47919383023256e-06
GO:0030155	regulation of cell adhesion	0.06994647	96.52613	158	1.636863	0.1144928	1.352253e-09	4.11650971395349e-07	629	60.38635	112	1.854724	0.05452775	0.1780604	7.923908e-11	2.46961799333333e-08
GO:0007166	cell surface receptor signaling pathway	0.1706706	235.5255	322	1.367156	0.2333333	1.78037e-09	5.29660075e-07	1710	164.1664	249	1.516754	0.1212269	0.145614	4.832514e-12	2.08918891322581e-09
GO:0009058	biosynthetic process	0.2952923	407.5034	510	1.251523	0.3695652	1.858615e-09	5.30943774565218e-07	3833	367.9823	451	1.225602	0.2195716	0.1176624	5.286502e-07	5.73161011818182e-05
GO:0048513	animal organ development	0.3014419	415.9898	519	1.247627	0.376087	1.865807e-09	5.30943774565218e-07	3102	297.8036	447	1.500989	0.2176241	0.1441006	6.305636e-21	6.34929040307692e-18
GO:0051179	localization	0.3540524	488.5923	595	1.217784	0.4311594	2.026659e-09	5.64446091702128e-07	4587	440.3692	553	1.255765	0.2692308	0.1205581	3.016891e-10	7.69236619038462e-08
GO:0048856	anatomical structure development	0.4475872	617.6703	727	1.177003	0.5268116	2.154125e-09	5.87447838541667e-07	5040	483.8588	672	1.388835	0.3271665	0.1333333	1.627689e-23	3.59275775833333e-20
GO:1901576	organic substance biosynthetic process	0.2899173	400.0859	501	1.252231	0.3630435	2.71649e-09	7.256909e-07	3750	360.014	443	1.230508	0.2156767	0.1181333	4.379644e-07	4.98517738782609e-05
GO:0044249	cellular biosynthetic process	0.2868266	395.8207	496	1.253093	0.3594203	3.174098e-09	8.309788564e-07	3683	353.5818	437	1.235923	0.2127556	0.1186533	3.256735e-07	3.87551465e-05
GO:0007275	multicellular organism development	0.4324649	596.8015	704	1.179622	0.5101449	3.977308e-09	1.02084238666667e-06	4722	453.3297	645	1.422806	0.3140214	0.1365947	3.362809e-25	1.46730566033333e-21
GO:0071840	cellular component organization or biogenesis	0.3807425	525.4246	631	1.200933	0.4572464	4.066227e-09	1.02359445057692e-06	4997	479.7307	596	1.242364	0.2901655	0.1192716	2.604761e-10	6.819264298e-08
GO:0090200	positive regulation of release of cytochrome c from mitochondria	0.001256828	1.734422	14	8.071852	0.01014493	4.845795e-09	1.19681993490566e-06	29	2.784108	7	2.51427	0.003407984	0.2413793	0.01754332	0.208974472
GO:0090210	regulation of establishment of blood-brain barrier	9.515143e-05	0.131309	6	45.69375	0.004347826	6.296434e-09	1.52630224185185e-06	3	0.2880112	1	3.472087	0.0004868549	0.3333333	0.2612569	0.791765701527071
GO:0010604	positive regulation of macromolecule metabolic process	0.2610257	360.2154	455	1.263133	0.3297101	8.464428e-09	2.014533864e-06	2912	279.5629	394	1.409343	0.1918208	0.1353022	7.731337e-14	4.21680005541667e-11
GO:0050776	regulation of immune response	0.04306017	59.42304	106	1.78382	0.07681159	1.43562e-08	3.33784895438596e-06	617	59.23431	86	1.451861	0.04186952	0.1393841	0.0002687555	0.00959055435422343
GO:0016043	cellular component organization	0.373024	514.7731	616	1.196644	0.4463768	1.453456e-08	3.33784895438596e-06	4820	462.738	580	1.253409	0.2823759	0.120332	1.173467e-10	3.5402143e-08
GO:0044260	cellular macromolecule metabolic process	0.4198781	579.4318	681	1.175289	0.4934783	2.126744e-08	4.7998412e-06	5948	571.0302	659	1.154054	0.3208374	0.1107935	3.812745e-06	0.000309992745652174
GO:0043170	macromolecule metabolic process	0.455129	628.078	730	1.162276	0.5289855	2.266785e-08	5.02918909322034e-06	6610	634.5847	718	1.131449	0.3495618	0.1086233	1.849095e-05	0.00109523319230769
GO:0050778	positive regulation of immune response	0.02758349	38.06522	76	1.996573	0.05507246	2.344446e-08	5.05349964918033e-06	392	37.63347	58	1.541181	0.02823759	0.1479592	0.0005973724	0.0182235296534884
GO:1902589	single-organism organelle organization	0.1091901	150.6824	218	1.446752	0.157971	2.354954e-08	5.05349964918033e-06	1437	137.9574	175	1.268508	0.08519961	0.1217815	0.0005067029	0.015982508339759
GO:1903037	regulation of leukocyte cell-cell adhesion	0.02817464	38.881	77	1.980402	0.0557971	2.629155e-08	5.50624824444444e-06	296	28.41711	56	1.970644	0.02726388	0.1891892	5.953135e-07	6.28439815725806e-05
GO:1900086	positive regulation of peptidyl-tyrosine autophosphorylation	0.0006213679	0.8574877	10	11.66197	0.007246377	2.650066e-08	5.50624824444444e-06	7	0.6720262	5	7.440186	0.002434275	0.7142857	0.0001444036	0.0056594105508982
GO:0050863	regulation of T cell activation	0.02570453	35.47224	72	2.029756	0.05217391	2.931377e-08	5.9955820203125e-06	282	27.07305	53	1.957666	0.02580331	0.1879433	1.453781e-06	0.000133076876153846
GO:0031347	regulation of defense response	0.0383938	52.98344	96	1.811887	0.06956522	3.47673e-08	7.00159933846154e-06	520	49.92194	77	1.542408	0.03748783	0.1480769	8.202061e-05	0.00352214775901639
GO:0010468	regulation of gene expression	0.3276715	452.1866	548	1.211889	0.3971014	3.641888e-08	7.22307786666667e-06	4185	401.7756	480	1.194697	0.2336904	0.1146953	4.077102e-06	0.000325422348658537
GO:1904400	response to Thyroid stimulating hormone	6.348842e-05	0.08761403	5	57.06849	0.003623188	3.971686e-08	7.7596074238806e-06	2	0.1920075	2	10.41626	0.0009737098	1	0.009212661	0.134024664268293
GO:0044271	cellular nitrogen compound biosynthetic process	0.2247323	310.1306	396	1.276882	0.2869565	4.318738e-08	8.31357065e-06	2809	269.6745	337	1.249655	0.1640701	0.1199715	3.931469e-06	0.000317672402530864
GO:0006287	base-excision repair, gap-filling	0.0001369261	0.188958	6	31.75309	0.004347826	5.323691e-08	1.00995819115942e-05	5	0.4800187	1	2.083252	0.0004868549	0.2	0.3963133	0.96318995488303
GO:0048519	negative regulation of biological process	0.3896151	537.6688	635	1.181024	0.4601449	5.822317e-08	1.088773279e-05	4806	461.394	566	1.226717	0.2755599	0.1177695	7.185098e-09	1.30629073361111e-06
GO:0010821	regulation of mitochondrion organization	0.01495887	20.64324	49	2.373659	0.03550725	5.948468e-08	1.09669642422535e-05	206	19.77677	33	1.668624	0.01606621	0.1601942	0.002368969	0.0526482244651952
GO:1900084	regulation of peptidyl-tyrosine autophosphorylation	0.0006880771	0.9495464	10	10.53134	0.007246377	6.765426e-08	1.2299920325e-05	8	0.7680299	5	6.510163	0.002434275	0.625	0.000354488	0.0119286578920308
GO:0051128	regulation of cellular component organization	0.2171219	299.6283	383	1.27825	0.2775362	7.289834e-08	1.3071770830137e-05	2346	225.2248	302	1.340883	0.1470302	0.1287298	2.461899e-08	3.93003145243902e-06
GO:0002694	regulation of leukocyte activation	0.04129334	56.98481	100	1.754854	0.07246377	8.011019e-08	1.41708430689189e-05	460	44.16172	71	1.607727	0.0345667	0.1543478	4.103337e-05	0.00204230727490494
GO:0007165	signal transduction	0.349884	482.84	577	1.195013	0.4181159	8.900853e-08	1.5534955436e-05	5112	490.7711	499	1.016767	0.2429406	0.09761346	0.3358751	0.892530462647178
GO:0050790	regulation of catalytic activity	0.1843361	254.3838	332	1.305115	0.2405797	1.129756e-07	1.94585605789474e-05	2104	201.9919	270	1.336687	0.1314508	0.128327	2.040345e-07	2.51963358962264e-05
GO:0006955	immune response	0.05689605	78.51655	127	1.617493	0.09202899	1.219879e-07	2.0737943e-05	928	89.09147	106	1.189788	0.05160662	0.1142241	0.03306933	0.310306472903226
GO:1902686	mitochondrial outer membrane permeabilization involved in programmed cell death	0.0009409558	1.298519	11	8.471189	0.007971014	1.314046e-07	2.20523873589744e-05	15	1.440056	5	3.472087	0.002434275	0.3333333	0.01071783	0.149410430990415
GO:0051249	regulation of lymphocyte activation	0.03609035	49.80469	89	1.78698	0.06449275	1.989785e-07	3.2969981835443e-05	389	37.34545	63	1.686952	0.03067186	0.1619537	2.545161e-05	0.0014177088293617
GO:0070887	cellular response to chemical stimulus	0.2015823	278.1836	356	1.27973	0.257971	2.384813e-07	3.90215027125e-05	2224	213.5123	286	1.339501	0.1392405	0.1285971	6.842011e-08	9.95132488777778e-06
GO:0034645	cellular macromolecule biosynthetic process	0.2380526	328.5126	410	1.24805	0.2971014	2.931606e-07	4.73762006666667e-05	2937	281.963	352	1.248391	0.1713729	0.1198502	2.497349e-06	0.000215067752697368
GO:0016192	vesicle-mediated transport	0.07560982	104.3415	157	1.504674	0.1137681	3.07753e-07	4.91278874390244e-05	983	94.37168	132	1.398725	0.06426485	0.1342828	4.231146e-05	0.00208216921578947
GO:0034641	cellular nitrogen compound metabolic process	0.3108111	428.9193	516	1.203024	0.373913	3.57851e-07	5.64369830120482e-05	4393	421.7444	465	1.102563	0.2263875	0.1058502	0.007454745	0.1188582363581
GO:0009059	macromolecule biosynthetic process	0.2400117	331.2162	412	1.2439	0.2985507	3.887147e-07	6.05747074166667e-05	2966	284.7471	354	1.243208	0.1723466	0.1193527	3.434311e-06	0.0002809695686875
GO:0048523	negative regulation of cellular process	0.3689604	509.1654	599	1.176435	0.434058	4.024719e-07	6.19806726e-05	4473	429.4247	529	1.231881	0.2575463	0.1182651	1.600694e-08	2.75698479736842e-06
GO:0050865	regulation of cell activation	0.04506517	62.18994	104	1.672296	0.07536232	4.111034e-07	6.25737616976744e-05	494	47.42585	75	1.581416	0.03651412	0.1518219	4.428406e-05	0.00215493808698885
GO:0051707	response to other organism	0.04927267	67.99628	111	1.632442	0.08043478	5.181602e-07	7.79622645747126e-05	802	76.995	89	1.155919	0.04333009	0.1109726	0.08194178	0.518864143930636
GO:0060840	artery development	0.01385737	19.12317	44	2.300874	0.03188406	6.258845e-07	9.19053408777778e-05	90	8.640337	30	3.472087	0.01460565	0.3333333	5.167573e-10	1.229882374e-07
GO:0050727	regulation of inflammatory response	0.02221312	30.6541	61	1.989946	0.0442029	6.293012e-07	9.19053408777778e-05	271	26.01701	44	1.691201	0.02142162	0.1623616	0.0003749829	0.0125537753478261
GO:0009607	response to biotic stimulus	0.05177849	71.45432	115	1.60942	0.08333333	6.318931e-07	9.19053408777778e-05	845	81.12316	93	1.146405	0.04527751	0.1100592	0.08942537	0.518864143930636
GO:0010467	gene expression	0.24454	337.4653	417	1.235683	0.3021739	6.543735e-07	9.41291111538462e-05	3161	303.4678	359	1.182992	0.1747809	0.1135717	0.000207173	0.00772619535612536
GO:0045785	positive regulation of cell adhesion	0.03891802	53.70687	92	1.713002	0.06666667	7.343779e-07	0.000104489203380435	356	34.17733	64	1.872586	0.03115871	0.1797753	6.393513e-07	6.6952868136e-05
GO:0035794	positive regulation of mitochondrial membrane permeability	0.001127753	1.556299	11	7.068049	0.007971014	7.635046e-07	0.000106914200915789	18	1.728067	5	2.893406	0.002434275	0.2777778	0.02400734	0.253652822033898
GO:0010849	regulation of proton-transporting ATPase activity, rotational mechanism	0.000116265	0.1604457	5	31.16319	0.003623188	7.701233e-07	0.000106914200915789	1	0.09600374	1	10.41626	0.0004868549	1	0.09600374	0.518864143930636
GO:0043207	response to external biotic stimulus	0.04970372	68.59113	111	1.618285	0.08043478	7.759243e-07	0.000106914200915789	806	77.37901	89	1.150183	0.04333009	0.1104218	0.08948421	0.518864143930636
GO:1905710	positive regulation of membrane permeability	0.001138883	1.571659	11	6.998975	0.007971014	8.389231e-07	0.000114390660197917	19	1.824071	5	2.741121	0.002434275	0.2631579	0.03007201	0.287330372919708
GO:0032101	regulation of response to external stimulus	0.06218337	85.81306	132	1.538227	0.09565217	9.678545e-07	0.000130610468092784	657	63.07446	93	1.474448	0.04527751	0.1415525	8.823822e-05	0.00369021821022364
GO:0031324	negative regulation of cellular metabolic process	0.214627	296.1852	371	1.252595	0.2688406	1.035424e-06	0.000138303062857143	2497	239.7213	301	1.255625	0.1465433	0.1205447	9.750002e-06	0.000675277916296296
GO:0009605	response to external stimulus	0.16063	221.6695	289	1.303743	0.2094203	1.11372e-06	0.000146139378	1782	171.0787	230	1.344411	0.1119766	0.1290685	1.194693e-06	0.00011498920125
GO:0042325	regulation of phosphorylation	0.1341516	185.1293	248	1.339604	0.1797101	1.11642e-06	0.000146139378	1426	136.9013	200	1.460906	0.09737098	0.1402525	1.64332e-08	2.793644e-06
GO:1902445	regulation of mitochondrial membrane permeability involved in programmed necrotic cell death	0.0001270985	0.1753959	5	28.50694	0.003623188	1.187536e-06	0.000153909368712871	3	0.2880112	1	3.472087	0.0004868549	0.3333333	0.2612569	0.791765701527071
GO:0009653	anatomical structure morphogenesis	0.2393772	330.3405	407	1.232062	0.2949275	1.322534e-06	0.000169725196666667	2078	199.4958	329	1.649158	0.1601753	0.1583253	1.958587e-21	2.33071853e-18
GO:0010033	response to organic substance	0.2254156	311.0735	386	1.240864	0.2797101	1.440884e-06	0.000183118170485437	2725	261.6102	320	1.223194	0.1557936	0.1174312	4.192957e-05	0.00207116253320755
GO:0010822	positive regulation of mitochondrion organization	0.01015854	14.01879	35	2.49665	0.02536232	1.49045e-06	0.000186496471333333	144	13.82454	22	1.591373	0.01071081	0.1527778	0.0193679	0.224160752431477
GO:0031326	regulation of cellular biosynthetic process	0.3205642	442.3785	525	1.186766	0.3804348	1.495961e-06	0.000186496471333333	4130	396.4954	456	1.150076	0.2220058	0.1104116	0.0003137078	0.0107630914450262
GO:0044092	negative regulation of molecular function	0.09185924	126.7658	180	1.419942	0.1304348	1.541399e-06	0.000190348235	1087	104.3561	131	1.255318	0.06377799	0.1205152	0.003607308	0.0716769070409712
GO:0006807	nitrogen compound metabolic process	0.3368253	464.8189	548	1.178954	0.3971014	1.647547e-06	0.000201555048878505	4726	453.7137	497	1.095405	0.2419669	0.1051629	0.008784523	0.132935729560694
GO:0090199	regulation of release of cytochrome c from mitochondria	0.002692118	3.715123	16	4.306721	0.0115942	1.855245e-06	0.000224862565277778	46	4.416172	9	2.037964	0.004381694	0.1956522	0.02879291	0.282533127361319
GO:0007154	cell communication	0.3835801	529.3406	614	1.159934	0.4449275	1.907877e-06	0.000229120274587156	5549	532.7247	542	1.017411	0.2638754	0.09767526	0.3201353	0.883692307254623
GO:0048844	artery morphogenesis	0.01076102	14.85021	36	2.424209	0.02608696	2.043795e-06	0.000243211605	64	6.144239	25	4.068852	0.01217137	0.390625	3.055791e-10	7.69236619038462e-08
GO:0006906	vesicle fusion	0.006857432	9.463257	27	2.85314	0.01956522	2.159686e-06	0.000254687294954955	91	8.73634	19	2.174824	0.009250243	0.2087912	0.000901576	0.0252263238723404
GO:0009889	regulation of biosynthetic process	0.3243753	447.6379	529	1.181759	0.3833333	2.234604e-06	0.0002611693425	4185	401.7756	460	1.144918	0.2239533	0.1099164	0.0004332923	0.0141794905175
GO:0042127	regulation of cell proliferation	0.1574764	217.3174	282	1.297641	0.2043478	2.288603e-06	0.000265113391769912	1579	151.5899	225	1.484268	0.1095424	0.1424953	4.501251e-10	1.091136585e-07
GO:0034227	tRNA thio-modification	0.0001461301	0.2016596	5	24.79426	0.003623188	2.334614e-06	0.000268071028596491	5	0.4800187	3	6.249757	0.001460565	0.6	0.007614574	0.11894364398568
GO:0031328	positive regulation of cellular biosynthetic process	0.1733754	239.258	306	1.278954	0.2217391	2.498916e-06	0.000284441829913043	1800	172.8067	247	1.429342	0.1202532	0.1372222	2.195801e-09	4.4910992328125e-07
GO:0090174	organelle membrane fusion	0.006943642	9.582226	27	2.817717	0.01956522	2.707133e-06	0.000305485956637931	93	8.928348	19	2.128053	0.009250243	0.2043011	0.001186646	0.0313801942222222
GO:0023052	signaling	0.3769855	520.24	603	1.15908	0.4369565	2.945766e-06	0.000328779533220339	5432	521.4923	530	1.016314	0.2580331	0.09756996	0.3336537	0.886987598090983
GO:0007006	mitochondrial membrane organization	0.006152664	8.490677	25	2.944406	0.01811594	2.963788e-06	0.000328779533220339	91	8.73634	17	1.945895	0.008276534	0.1868132	0.005536123	0.0985957143809524
GO:0048869	cellular developmental process	0.346981	478.8338	560	1.169508	0.4057971	3.217447e-06	0.00035391917	3583	343.9814	512	1.488453	0.2492697	0.142897	1.646795e-23	3.59275775833333e-20
GO:0030264	nuclear fragmentation involved in apoptotic nuclear change	2.010283e-05	0.0277419	3	108.1397	0.002173913	3.477784e-06	0.000374668739590164	1	0.09600374	1	10.41626	0.0004868549	1	0.09600374	0.518864143930636
GO:2000724	positive regulation of cardiac vascular smooth muscle cell differentiation	2.010283e-05	0.0277419	3	108.1397	0.002173913	3.477784e-06	0.000374668739590164	1	0.09600374	1	10.41626	0.0004868549	1	0.09600374	0.518864143930636
GO:0044085	cellular component biogenesis	0.1668366	230.2346	295	1.281302	0.2137681	3.491947e-06	0.000374668739590164	2237	214.7604	250	1.164088	0.1217137	0.1117568	0.004795688	0.0889172180169972
GO:0044700	single organism signaling	0.3768174	520.0081	602	1.157674	0.4362319	3.584357e-06	0.000381457179918699	5428	521.1083	529	1.015144	0.2575463	0.09745763	0.3456114	0.916171167679222
GO:2000112	regulation of cellular macromolecule biosynthetic process	0.302839	417.9179	496	1.186836	0.3594203	3.774771e-06	0.0003964877224	3858	370.3824	423	1.142063	0.2059396	0.1096423	0.000958679	0.0262533642468619
GO:0022409	positive regulation of cell-cell adhesion	0.02196197	30.30751	58	1.913717	0.04202899	3.78617e-06	0.0003964877224	207	19.87277	41	2.063124	0.01996105	0.1980676	5.766844e-06	0.0004289090225
GO:0009891	positive regulation of biosynthetic process	0.1763936	243.4232	309	1.269394	0.223913	4.103442e-06	0.000422954700551181	1829	175.5908	249	1.418069	0.1212269	0.13614	3.925961e-09	7.65543625e-07
GO:0030154	cell differentiation	0.342035	472.0083	552	1.169471	0.4	4.103533e-06	0.000422954700551181	3498	335.8211	501	1.491866	0.2439143	0.1432247	3.679581e-23	5.35174614333333e-20
GO:0030174	regulation of DNA-dependent DNA replication initiation	7.439667e-05	0.1026674	4	38.96076	0.002898551	4.247392e-06	0.0004343621975	5	0.4800187	2	4.166504	0.0009737098	0.4	0.07569156	0.498893514803625
GO:0031348	negative regulation of defense response	0.01256157	17.33497	39	2.249788	0.02826087	4.435349e-06	0.000450067584573643	175	16.80065	27	1.60708	0.01314508	0.1542857	0.00919924	0.134024664268293
GO:0051239	regulation of multicellular organismal process	0.279902	386.2648	462	1.196071	0.3347826	4.608586e-06	0.000464049159538462	2713	260.4581	376	1.44361	0.1830574	0.138592	9.921849e-15	6.83563175842105e-12
GO:0010556	regulation of macromolecule biosynthetic process	0.3076121	424.5047	502	1.182555	0.3637681	4.777558e-06	0.000477391100916031	3957	379.8868	431	1.134549	0.2098345	0.1089209	0.001411002	0.035933883618677
