ID	name	Binom_Genome_Fraction	Binom_Expected	Binom_Observed_Region_Hits	Binom_Fold_Enrichment	Binom_Region_Set_Coverage	Binom_Raw_PValue	Binom_Adjp_BH	Hyper_Total_Genes	Hyper_Expected	Hyper_Observed_Gene_Hits	Hyper_Fold_Enrichment	Hyper_Gene_Set_Coverage	Hyper_Term_Gene_Coverage	Hyper_Raw_PValue	Hyper_Adjp_BH
GO:0050764	regulation of phagocytosis	0.005136436	3.718779	18	4.840298	0.02486188	7.597992e-08	3.1080536025e-05	74	4.223136	14	3.315072	0.01146601	0.1891892	6.572646e-05	0.00342772653944223
GO:0048522	positive regulation of cellular process	0.4018015	290.9043	360	1.23752	0.4972376	1.288823e-07	5.11233123333333e-05	4820	275.0746	398	1.44688	0.3259623	0.08257261	5.52213e-17	7.22846817e-14
GO:0044267	cellular protein metabolic process	0.2334558	169.022	230	1.36077	0.3176796	1.419941e-07	5.46677285e-05	3162	180.4535	219	1.213609	0.1793612	0.06925996	0.001004407	0.0325437812623762
GO:0043314	negative regulation of neutrophil degranulation	0.0001619055	0.1172196	5	42.65498	0.006906077	1.650953e-07	6.17456422e-05	2	0.1141388	2	17.52252	0.001638002	1	0.003254402	0.0802329405263158
GO:0043301	negative regulation of leukocyte degranulation	0.0008189043	0.5928867	8	13.4933	0.01104972	2.166337e-07	7.87704203611111e-05	11	0.6277635	5	7.964783	0.004095004	0.4545455	0.0002076291	0.00908984922742475
GO:0031323	regulation of cellular metabolic process	0.4240069	306.981	374	1.218316	0.5165746	3.331299e-07	0.000117855956513514	5784	330.0895	424	1.2845	0.3472563	0.07330567	7.077807e-10	2.43811825342105e-07
GO:0016043	cellular component organization	0.373024	270.0693	336	1.244125	0.4640884	3.429871e-07	0.000118150029973684	4820	275.0746	344	1.25057	0.2817363	0.07136929	1.21532e-06	0.000120519233333333
GO:0009966	regulation of signal transduction	0.2500066	181.0048	241	1.331456	0.3328729	3.634983e-07	0.000122004942230769	2801	159.8514	235	1.470115	0.1924652	0.08389861	2.939267e-10	1.16590924333333e-07
GO:0002886	regulation of myeloid leukocyte mediated immunity	0.00248026	1.795708	12	6.682601	0.01657459	4.223016e-07	0.000136586934536585	47	2.682262	8	2.982557	0.006552007	0.1702128	0.004732928	0.107001774645941
GO:0019222	regulation of metabolic process	0.4453432	322.4284	389	1.206469	0.5372928	4.278124e-07	0.000136586934536585	6108	348.5799	445	1.276608	0.3644554	0.07285527	4.561832e-10	1.706125168e-07
GO:0071840	cellular component organization or biogenesis	0.3807425	275.6576	341	1.237042	0.4709945	4.644253e-07	0.000144745885166667	4997	285.1758	353	1.237833	0.2891073	0.07064239	2.246348e-06	0.000202791002206897
GO:0080090	regulation of primary metabolic process	0.4201416	304.1825	370	1.216375	0.5110497	5.163524e-07	0.000157187277116279	5742	327.6925	421	1.284741	0.3447993	0.0733194	8.329747e-10	2.79580482641026e-07
GO:0009607	response to biotic stimulus	0.05177849	37.48763	70	1.867283	0.09668508	6.205248e-07	0.000184606128	845	48.22365	60	1.244203	0.04914005	0.07100592	0.04732009	0.473562674388379
GO:0060313	negative regulation of blood vessel remodeling	0.0002171708	0.1572317	5	31.80021	0.006906077	6.93582e-07	0.000201755297333333	3	0.1712082	2	11.68168	0.001638002	0.6666667	0.009392326	0.172434147741935
GO:0002694	regulation of leukocyte activation	0.04129334	29.89638	59	1.973483	0.08149171	9.145538e-07	0.000257140656276596	460	26.25193	52	1.980807	0.04258804	0.1130435	2.062163e-06	0.000188767228461538
GO:0032501	multicellular organismal process	0.5329745	385.8735	450	1.166185	0.621547	9.232705e-07	0.000257140656276596	7375	420.8869	499	1.185592	0.4086814	0.06766102	9.776953e-07	9.95783190310078e-05
GO:0002887	negative regulation of myeloid leukocyte mediated immunity	0.000688763	0.4986644	7	14.0375	0.009668508	9.605769e-07	0.0002619573254375	9	0.5136247	4	7.787788	0.003276003	0.4444444	0.001054931	0.0337629505867971
GO:0006810	transport	0.2546801	184.3884	242	1.312447	0.3342541	1.08893e-06	0.0002863063126	3463	197.6314	249	1.259921	0.2039312	0.07190297	3.759685e-05	0.00221685930855856
GO:0006464	cellular protein modification process	0.2046357	148.1562	202	1.363426	0.2790055	1.093607e-06	0.0002863063126	2593	147.981	187	1.263676	0.1531532	0.07211724	0.0003648307	0.0143844393463855
GO:0010556	regulation of macromolecule biosynthetic process	0.3076121	222.7112	283	1.270704	0.390884	1.192821e-06	0.00030615739	3957	225.8237	299	1.324042	0.2448812	0.07556229	4.743866e-08	8.87102942e-06
GO:0051179	localization	0.3540524	256.334	318	1.240569	0.4392265	1.392535e-06	0.000348909504339623	4587	261.7774	340	1.298814	0.2784603	0.07412252	2.941876e-08	6.31297653114754e-06
GO:0051234	establishment of localization	0.2656948	192.363	250	1.299626	0.3453039	1.412697e-06	0.000348909504339623	3591	204.9362	260	1.268687	0.2129402	0.07240323	1.44259e-05	0.000988933051832461
GO:0060255	regulation of macromolecule metabolic process	0.4239006	306.904	370	1.205589	0.5110497	1.440955e-06	0.000349298165740741	5751	328.2062	422	1.285777	0.3456183	0.07337854	6.989396e-10	2.43811825342105e-07
GO:0050865	regulation of cell activation	0.04506517	32.62718	62	1.900256	0.08563536	1.620655e-06	0.00038571589	494	28.19229	55	1.950888	0.04504505	0.111336	1.689439e-06	0.000157201801985816
GO:0023051	regulation of signaling	0.2792167	202.1529	260	1.286155	0.359116	1.756552e-06	0.00041059403	3108	177.3717	258	1.454572	0.2113022	0.08301158	8.782045e-11	3.70828932419355e-08
GO:0051707	response to other organism	0.04927267	35.67341	66	1.850118	0.09116022	1.79631e-06	0.000412521015789474	802	45.76967	57	1.245366	0.04668305	0.07107232	0.05137378	0.479793562556198
GO:0010646	regulation of cell communication	0.2781266	201.3636	259	1.28623	0.3577348	1.86087e-06	0.00041997910862069	3085	176.0591	257	1.459737	0.2104832	0.08330632	6.719463e-11	3.03302657482759e-08
GO:0035907	dorsal aorta development	0.0007655694	0.5542723	7	12.62917	0.009668508	1.919345e-06	0.000425834339830509	10	0.5706941	5	8.761261	0.004095004	0.5	0.0001188426	0.00563033506859206
GO:1990440	positive regulation of transcription from RNA polymerase II promoter in response to endoplasmic reticulum stress	0.0004902325	0.3549283	6	16.90482	0.008287293	2.01305e-06	0.000439180408333333	11	0.6277635	3	4.77887	0.002457002	0.2727273	0.02166135	0.295978153966597
GO:0050793	regulation of developmental process	0.2541801	184.0264	240	1.304161	0.3314917	2.047652e-06	0.000439405978360656	2383	135.9964	233	1.713281	0.1908272	0.09777591	2.841318e-17	4.59953802e-14
GO:0002704	negative regulation of leukocyte mediated immunity	0.003434538	2.486606	13	5.22801	0.0179558	2.096528e-06	0.000442637927741935	51	2.91054	10	3.435789	0.008190008	0.1960784	0.0005285929	0.0196512011926346
GO:0044727	DNA demethylation of male pronucleus	0.0001199507	0.08684431	4	46.05944	0.005524862	2.193739e-06	0.000455810214444444	2	0.1141388	2	17.52252	0.001638002	1	0.003254402	0.0802329405263158
GO:0043207	response to external biotic stimulus	0.04970372	35.98549	66	1.834073	0.09116022	2.389852e-06	0.000488799416875	806	45.99794	57	1.239186	0.04668305	0.0707196	0.05537208	0.479793562556198
GO:0032879	regulation of localization	0.2320266	167.9873	222	1.321529	0.3066298	2.460035e-06	0.000495413202307692	2532	144.4997	217	1.501733	0.1777232	0.085703	2.610196e-10	1.06773330125e-07
GO:0002684	positive regulation of immune system process	0.05706198	41.31287	73	1.767004	0.1008287	2.530015e-06	0.000501786308333333	731	41.71774	73	1.749855	0.05978706	0.0998632	2.28809e-06	0.000205144507534247
GO:0048513	animal organ development	0.3014419	218.2439	276	1.26464	0.3812155	2.769767e-06	0.000541138060149254	3102	177.0293	274	1.547766	0.2244062	0.08833011	1.263052e-14	1.10222337866667e-11
GO:2000112	regulation of cellular macromolecule biosynthetic process	0.302839	219.2555	277	1.263366	0.3825967	2.848501e-06	0.0005483364425	3858	220.1738	292	1.326225	0.2391482	0.07568688	6.243258e-08	1.0896566296e-05
GO:0010468	regulation of gene expression	0.3276715	237.2341	295	1.243497	0.4074586	4.118688e-06	0.000781356897391304	4185	238.8355	320	1.339834	0.2620803	0.07646356	3.466341e-09	1.0312364475e-06
GO:1902105	regulation of leukocyte differentiation	0.02783198	20.15035	43	2.133957	0.05939227	4.47277e-06	0.00083640799	276	15.75116	38	2.412521	0.03112203	0.1376812	4.450259e-07	5.52820955188679e-05
GO:0046777	protein autophosphorylation	0.01709977	12.38023	31	2.503992	0.04281768	4.857635e-06	0.000891320462083333	194	11.07147	26	2.348379	0.02129402	0.1340206	4.493308e-05	0.00254620786666667
GO:1903706	regulation of hemopoiesis	0.03662442	26.51608	52	1.961074	0.0718232	4.902603e-06	0.000891320462083333	378	21.57224	48	2.225082	0.03931204	0.1269841	1.766215e-07	2.59772520786517e-05
GO:0044725	chromatin reprogramming in the zygote	0.0001529927	0.1107667	4	36.11193	0.005524862	5.696627e-06	0.00102149106068493	3	0.1712082	2	11.68168	0.001638002	0.6666667	0.009392326	0.172434147741935
GO:0002703	regulation of leukocyte mediated immunity	0.01147248	8.306077	24	2.889451	0.03314917	5.814876e-06	0.00102860441675676	179	10.21542	19	1.859933	0.01556102	0.1061453	0.006829633	0.141904596777778
GO:0051716	cellular response to stimulus	0.4363689	315.9311	375	1.186968	0.5179558	6.227163e-06	0.0010868475156	6626	378.1419	411	1.086894	0.3366093	0.06202837	0.0201087	0.288931752083333
GO:0006996	organelle organization	0.1741927	126.1155	173	1.371758	0.2389503	6.317173e-06	0.00108804992855263	2547	145.3558	177	1.217702	0.1449631	0.06949352	0.00281289	0.0746870793103448
GO:0031326	regulation of cellular biosynthetic process	0.3205642	232.0885	288	1.240906	0.3977901	7.206759e-06	0.00122514903	4130	235.6967	308	1.306764	0.2522523	0.07457627	1.008163e-07	1.60937239878049e-05
GO:0009299	mRNA transcription	0.000941153	0.6813948	7	10.27305	0.009668508	7.30184e-06	0.00122539853333333	25	1.426735	5	3.504505	0.004095004	0.2	0.0122595	0.206197166197183
GO:0044249	cellular biosynthetic process	0.2868266	207.6625	262	1.261663	0.3618785	7.444267e-06	0.00123348677253165	3683	210.1866	275	1.308361	0.2252252	0.07466739	5.84686e-07	6.54148695726496e-05
GO:0030155	regulation of cell adhesion	0.06994647	50.64124	83	1.63898	0.1146409	8.489182e-06	0.00138904240475	629	35.89666	74	2.061473	0.06060606	0.1176471	2.62465e-09	8.18015916666667e-07
GO:0048584	positive regulation of response to stimulus	0.1643335	118.9774	164	1.378413	0.2265193	9.195106e-06	0.00148597453753086	1825	104.1517	158	1.517018	0.1294021	0.08657534	5.70317e-08	1.02991331013699e-05
GO:0002683	negative regulation of immune system process	0.0375477	27.18453	52	1.912852	0.0718232	9.613629e-06	0.00153466345865854	429	24.48278	47	1.919717	0.03849304	0.1095571	1.441943e-05	0.000988933051832461
GO:0010604	positive regulation of macromolecule metabolic process	0.2610257	188.9826	241	1.27525	0.3328729	1.049429e-05	0.00163148678	2912	166.1861	251	1.510355	0.2055692	0.08619505	3.512378e-12	2.18938228666667e-09
GO:0090288	negative regulation of cellular response to growth factor stimulus	0.01521278	11.01405	28	2.542207	0.03867403	1.055449e-05	0.00163148678	126	7.190746	22	3.059488	0.01801802	0.1746032	2.478939e-06	0.000217780614161074
GO:0009892	negative regulation of metabolic process	0.2254779	163.246	213	1.304779	0.2941989	1.059407e-05	0.00163148678	2653	151.4051	214	1.413426	0.1752662	0.0806634	5.743596e-08	1.02991331013699e-05
GO:0002695	negative regulation of leukocyte activation	0.01534333	11.10857	28	2.520577	0.03867403	1.228519e-05	0.00186992019883721	160	9.131105	23	2.518863	0.01883702	0.14375	4.031309e-05	0.00232466232643172
GO:0009058	biosynthetic process	0.2952923	213.7916	267	1.24888	0.3687845	1.275166e-05	0.00191861183218391	3833	218.747	282	1.28916	0.2309582	0.07357161	1.434551e-06	0.000137067683138686
GO:0009889	regulation of biosynthetic process	0.3243753	234.8477	289	1.230585	0.3991713	1.388536e-05	0.0020570935	4185	238.8355	310	1.297965	0.2538903	0.07407407	1.743916e-07	2.59407505e-05
GO:0051171	regulation of nitrogen compound metabolic process	0.3309862	239.634	294	1.226871	0.4060773	1.399695e-05	0.0020570935	4240	241.9743	315	1.301791	0.2579853	0.07429245	9.840182e-08	1.59022200469136e-05
GO:0051249	regulation of lymphocyte activation	0.03609035	26.12941	50	1.913552	0.06906077	1.41435e-05	0.0020570935	389	22.2	46	2.072072	0.03767404	0.1182519	2.364228e-06	0.000210528874285714
GO:0007166	cell surface receptor signaling pathway	0.1706706	123.5655	168	1.359602	0.2320442	1.497382e-05	0.00215392641538462	1710	97.58869	157	1.608793	0.1285831	0.09181287	1.17482e-09	3.84459845e-07
GO:0016192	vesicle-mediated transport	0.07560982	54.74151	87	1.589288	0.1201657	1.582767e-05	0.00221027574361702	983	56.09923	84	1.497347	0.06879607	0.0854527	0.0001362198	0.00632311057446809
GO:0030154	cell differentiation	0.342035	247.6333	302	1.219545	0.4171271	1.584037e-05	0.00221027574361702	3498	199.6288	306	1.532845	0.2506143	0.08747856	6.831561e-16	7.4520944575e-13
GO:0051252	regulation of RNA metabolic process	0.2909189	210.6253	263	1.248663	0.3632597	1.587211e-05	0.00221027574361702	3624	206.8195	277	1.339332	0.2268632	0.07643488	6.368453e-08	1.09688223381579e-05
GO:1901576	organic substance biosynthetic process	0.2899173	209.9001	262	1.248213	0.3618785	1.716916e-05	0.00236572952	3750	214.0103	277	1.29433	0.2268632	0.07386667	1.319642e-06	0.000128911296865672
GO:0043412	macromolecule modification	0.2208553	159.8992	208	1.300819	0.2872928	1.736082e-05	0.00236722014375	2847	162.4766	194	1.194018	0.1588862	0.0681419	0.00416889	0.0964147881625442
GO:0031324	negative regulation of cellular metabolic process	0.214627	155.3899	203	1.306391	0.2803867	1.767932e-05	0.00238579689484536	2497	142.5023	200	1.403486	0.1638002	0.08009612	2.887787e-07	3.93761789895833e-05
GO:0009893	positive regulation of metabolic process	0.2732537	197.8357	249	1.25862	0.3439227	1.79141e-05	0.00239281192857143	3106	177.2576	262	1.478075	0.2145782	0.08435287	1.076642e-11	5.87218490833333e-09
GO:0031325	positive regulation of cellular metabolic process	0.2552997	184.837	235	1.27139	0.3245856	1.809744e-05	0.00239288373333333	2914	166.3003	245	1.473239	0.2006552	0.08407687	8.778332e-11	3.70828932419355e-08
GO:0050863	regulation of T cell activation	0.02570453	18.61008	39	2.095639	0.0538674	1.842284e-05	0.002411549756	282	16.09357	36	2.236918	0.02948403	0.1276596	5.2556e-06	0.000432678012578616
GO:0048869	cellular developmental process	0.346981	251.2143	305	1.214103	0.4212707	2.020498e-05	0.00260157076666667	3583	204.4797	312	1.525824	0.2555283	0.08707787	5.91334e-16	7.0368746e-13
GO:0050866	negative regulation of cell activation	0.01753909	12.6983	30	2.362521	0.04143646	2.027198e-05	0.00260157076666667	177	10.10129	25	2.474933	0.02047502	0.1412429	2.573824e-05	0.00161202661052632
GO:0051641	cellular localization	0.1401643	101.479	142	1.399305	0.1961326	2.112895e-05	0.00266395596923077	1753	100.0427	138	1.379411	0.1130221	0.07872219	5.868784e-05	0.00313560745142857
GO:0044085	cellular component biogenesis	0.1668366	120.7897	164	1.357731	0.2265193	2.116512e-05	0.00266395596923077	2237	127.6643	159	1.245454	0.1302211	0.07107734	0.001921141	0.0544323283333333
GO:0010605	negative regulation of macromolecule metabolic process	0.2091189	151.4021	198	1.307776	0.2734807	2.216599e-05	0.00276055499345794	2448	139.7059	201	1.438737	0.1646192	0.08210784	4.243058e-08	8.16788665e-06
GO:1901360	organic cyclic compound metabolic process	0.3013453	218.174	270	1.237544	0.3729282	2.237631e-05	0.00276055499345794	4156	237.1805	286	1.205833	0.2342342	0.06881617	0.0002106123	0.00918971669
GO:0046483	heterocycle metabolic process	0.2844683	205.955	257	1.247845	0.3549724	2.256527e-05	0.00276055499345794	3925	223.9974	272	1.2143	0.2227682	0.06929936	0.0002007205	0.00881688370805369
GO:0042789	mRNA transcription from RNA polymerase II promoter	0.0007643687	0.5534029	6	10.84201	0.008287293	2.446589e-05	0.00296535648240741	18	1.027249	4	3.893894	0.003276003	0.2222222	0.0169792	0.260865877934272
GO:0090304	nucleic acid metabolic process	0.2475505	179.2266	228	1.272133	0.3149171	2.518944e-05	0.00302265117	3314	189.128	240	1.268982	0.1965602	0.07242004	3.358601e-05	0.00202129085570776
GO:0051049	regulation of transport	0.1612872	116.772	159	1.361628	0.2196133	2.540043e-05	0.00302265117	1786	101.926	145	1.422601	0.1187551	0.08118701	7.849928e-06	0.000620547142228916
GO:0009059	macromolecule biosynthetic process	0.2400117	173.7685	222	1.277562	0.3066298	2.599647e-05	0.00306570984054054	2966	169.2679	234	1.382424	0.1916462	0.07889413	7.51333e-08	1.24493024936709e-05
GO:1903305	regulation of regulated secretory pathway	0.007859987	5.690631	18	3.163094	0.02486188	2.644953e-05	0.00309128881875	112	6.391774	13	2.033864	0.01064701	0.1160714	0.01142955	0.200017125
GO:0022407	regulation of cell-cell adhesion	0.03809572	27.5813	51	1.849079	0.07044199	2.809428e-05	0.00325446128495575	375	21.40103	47	2.196156	0.03849304	0.1253333	3.483241e-07	4.559562469e-05
GO:0036003	positive regulation of transcription from RNA polymerase II promoter in response to stress	0.001617327	1.170945	8	6.832089	0.01104972	3.031125e-05	0.0034804759868421	23	1.312596	5	3.809244	0.004095004	0.2173913	0.008532053	0.1649698283161
GO:0001817	regulation of cytokine production	0.04558675	33.00481	58	1.75732	0.0801105	3.302112e-05	0.00375866487652174	577	32.92905	50	1.518416	0.04095004	0.08665511	0.002212325	0.0610956418776371
GO:0044265	cellular macromolecule catabolic process	0.04477089	32.41412	57	1.758493	0.07872928	3.79473e-05	0.00428215652586207	680	38.8072	53	1.365726	0.04340704	0.07794118	0.01338329	0.219258155319149
GO:1903306	negative regulation of regulated secretory pathway	0.001672623	1.210979	8	6.606226	0.01104972	3.83104e-05	0.0042823968279661	21	1.198458	5	4.172029	0.004095004	0.2380952	0.005671713	0.123326782674419
GO:0051246	regulation of protein metabolic process	0.2060063	149.1486	194	1.300717	0.2679558	3.860373e-05	0.0042823968279661	2590	147.8098	201	1.359856	0.1646192	0.07760618	2.42345e-06	0.000214344327702703
GO:0034645	cellular macromolecule biosynthetic process	0.2380526	172.3501	219	1.27067	0.3024862	4.326431e-05	0.0047590741	2937	167.6129	231	1.378176	0.1891892	0.07865169	1.199416e-07	1.8256227255814e-05
GO:0023052	signaling	0.3769855	272.9375	325	1.190749	0.448895	4.505748e-05	0.00488255160909091	5432	310.001	337	1.087093	0.2760033	0.06203976	0.03721442	0.416356203247863
GO:0009605	response to external stimulus	0.16063	116.2961	157	1.350002	0.2168508	4.513283e-05	0.00488255160909091	1782	101.6977	140	1.376629	0.1146601	0.07856341	5.681593e-05	0.00307322530454545
GO:0006725	cellular aromatic compound metabolic process	0.2911195	210.7705	260	1.233569	0.359116	4.569099e-05	0.00490241851721311	3972	226.6797	274	1.208754	0.2244062	0.06898288	0.0002557337	0.0109040851237785
GO:0034641	cellular nitrogen compound metabolic process	0.3108111	225.0272	275	1.222074	0.3798343	4.663094e-05	0.00496259353333333	4393	250.7059	296	1.180666	0.2424242	0.06737992	0.0006595521	0.0233971192113821
GO:0022607	cellular component assembly	0.1559134	112.8813	153	1.355406	0.211326	4.770382e-05	0.00503583067580645	2030	115.8509	147	1.268872	0.1203931	0.07241379	0.001390455	0.0414602641230068
GO:1902589	single-organism organelle organization	0.1091901	79.05365	114	1.442059	0.1574586	4.854717e-05	0.00506612296666667	1437	82.00874	114	1.390096	0.09336609	0.07933194	0.0001975393	0.00870636174074074
GO:0006909	phagocytosis	0.008248495	5.97191	18	3.014111	0.02486188	4.876482e-05	0.00506612296666667	115	6.562982	18	2.742656	0.01474201	0.1565217	8.884854e-05	0.00442215737110266
GO:0006139	nucleobase-containing compound metabolic process	0.2771507	200.6571	249	1.240923	0.3439227	4.958773e-05	0.00511105028110236	3795	216.5784	265	1.223575	0.2170352	0.06982872	0.0001512873	0.00692430334615385
GO:0002698	negative regulation of immune effector process	0.008294526	6.005237	18	2.997384	0.02486188	5.2289e-05	0.005347367265625	120	6.848329	15	2.190315	0.01228501	0.125	0.003455817	0.0845544757570093
GO:0002697	regulation of immune effector process	0.02227361	16.1261	34	2.108384	0.04696133	5.5644e-05	0.00564287848384615	332	18.94704	29	1.530582	0.02375102	0.0873494	0.0153022	0.242794906666667
GO:0007165	signal transduction	0.349884	253.316	304	1.200082	0.4198895	5.604081e-05	0.00564287848384615	5112	291.7388	316	1.083161	0.2588043	0.06181534	0.05117435	0.479793562556198
GO:0044700	single organism signaling	0.3768174	272.8158	324	1.187614	0.4475138	5.906865e-05	0.00590235594274809	5428	309.7728	336	1.084666	0.2751843	0.06190125	0.04155012	0.440509920175439
GO:0007154	cell communication	0.3835801	277.712	329	1.18468	0.4544199	5.976116e-05	0.00592631503333333	5549	316.6781	343	1.083119	0.2809173	0.06181294	0.04206758	0.440509920175439
