ID	name	Binom_Genome_Fraction	Binom_Expected	Binom_Observed_Region_Hits	Binom_Fold_Enrichment	Binom_Region_Set_Coverage	Binom_Raw_PValue	Binom_Adjp_BH	Hyper_Total_Genes	Hyper_Expected	Hyper_Observed_Gene_Hits	Hyper_Fold_Enrichment	Hyper_Gene_Set_Coverage	Hyper_Term_Gene_Coverage	Hyper_Raw_PValue	Hyper_Adjp_BH
GO:0048522	positive regulation of cellular process	0.4018015	205.3206	267	1.300406	0.5225049	2.363878e-08	2.81301482e-05	4820	184.7348	282	1.526513	0.3439024	0.05850622	1.825911e-15	5.9752937475e-12
GO:0010604	positive regulation of macromolecule metabolic process	0.2610257	133.3841	189	1.41696	0.369863	4.224054e-08	4.607738905e-05	2912	111.6074	191	1.711356	0.2329268	0.06559066	1.451052e-14	3.798854136e-11
GO:0044260	cellular macromolecule metabolic process	0.4198781	214.5577	275	1.281706	0.5381605	4.877894e-08	4.777843455e-05	5948	227.9673	304	1.333525	0.3707317	0.05110962	2.536968e-09	7.21932850434783e-07
GO:0060255	regulation of macromolecule metabolic process	0.4239006	216.6132	277	1.278777	0.5420744	5.109993e-08	4.777843455e-05	5751	220.4169	298	1.351983	0.3634146	0.05181708	9.050222e-10	3.03762579435897e-07
GO:0048583	regulation of response to stimulus	0.2979167	152.2354	209	1.372874	0.409002	6.049466e-08	5.27916732933333e-05	3491	133.7986	215	1.606893	0.2621951	0.06158694	1.346177e-13	1.95793965888889e-10
GO:0097011	cellular response to granulocyte macrophage colony-stimulating factor stimulus	0.0006581515	0.3363154	7	20.81379	0.01369863	6.935537e-08	5.51957406e-05	12	0.4599205	5	10.87144	0.006097561	0.4166667	5.167839e-05	0.00289089797051282
GO:0044237	cellular metabolic process	0.5035851	257.332	317	1.231872	0.6203523	7.168278e-08	5.51957406e-05	7645	293.0077	372	1.269591	0.4536585	0.04865925	4.555822e-09	1.21705530571429e-06
GO:0009893	positive regulation of metabolic process	0.2732537	139.6326	194	1.38936	0.3796477	1.118294e-07	8.13248247777778e-05	3106	119.0428	196	1.646467	0.2390244	0.06310367	2.562091e-13	2.57982855307692e-10
GO:0031326	regulation of cellular biosynthetic process	0.3205642	163.8083	218	1.330824	0.4266145	3.255046e-07	0.00022119449275	4130	158.2893	221	1.396178	0.2695122	0.0535109	3.446739e-08	5.1270242625e-06
GO:0009889	regulation of biosynthetic process	0.3243753	165.7558	220	1.327254	0.4305284	3.379595e-07	0.00022119449275	4185	160.3973	223	1.390298	0.2719512	0.05328554	4.121811e-08	5.80155978387097e-06
GO:0006357	regulation of transcription from RNA polymerase II promoter	0.1910497	97.62641	144	1.475011	0.2818004	4.358024e-07	0.000271650162666667	1930	73.97055	140	1.892645	0.1707317	0.07253886	7.241852e-14	1.354226324e-10
GO:0080090	regulation of primary metabolic process	0.4201416	214.6923	270	1.257614	0.5283757	5.410427e-07	0.0003219204065	5742	220.072	294	1.335927	0.3585366	0.05120167	4.779606e-09	1.2513008508e-06
GO:1903706	regulation of hemopoiesis	0.03662442	18.71508	43	2.297612	0.08414873	5.892794e-07	0.000335376841130435	378	14.4875	38	2.622951	0.04634146	0.1005291	6.633603e-08	8.683386327e-06
GO:2000112	regulation of cellular macromolecule biosynthetic process	0.302839	154.7507	206	1.331173	0.4031311	9.347718e-07	0.00050984011925	3858	147.8645	209	1.413457	0.254878	0.05417315	3.669903e-08	5.3976438505618e-06
GO:0010948	negative regulation of cell cycle process	0.01483833	7.582389	24	3.165229	0.04696673	1.176409e-06	0.000604079837307692	188	7.205422	18	2.498119	0.02195122	0.09574468	0.0003429828	0.0135230266626506
GO:0009966	regulation of signal transduction	0.2500066	127.7534	176	1.377654	0.3444227	1.199853e-06	0.000604079837307692	2801	107.3531	177	1.648764	0.2158537	0.06319172	4.934196e-12	3.229431282e-09
GO:0070887	cellular response to chemical stimulus	0.2015823	103.0086	148	1.436774	0.2896282	1.323421e-06	0.000641614107037037	2224	85.23861	143	1.677644	0.1743902	0.06429856	2.884744e-10	1.39856662814815e-07
GO:0061014	positive regulation of mRNA catabolic process	0.002070619	1.058086	9	8.505924	0.01761252	1.680778e-06	0.000785763715	26	0.9964945	7	7.024625	0.008536585	0.2692308	4.112428e-05	0.002403281925
GO:1900153	positive regulation of nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay	0.001561001	0.7976717	8	10.02919	0.01565558	1.919596e-06	0.00079684066	17	0.6515541	6	9.208752	0.007317073	0.3529412	2.679433e-05	0.00166226435876777
GO:0010556	regulation of macromolecule biosynthetic process	0.3076121	157.1898	207	1.316879	0.4050881	1.933457e-06	0.00079684066	3957	151.6588	211	1.391281	0.2573171	0.05332322	1.078535e-07	1.30722436574074e-05
GO:0009892	negative regulation of metabolic process	0.2254779	115.2192	161	1.397336	0.3150685	1.957713e-06	0.00079684066	2653	101.6808	162	1.593222	0.197561	0.06106295	6.978269e-10	2.46879841108108e-07
GO:0071704	organic substance metabolic process	0.5299766	270.818	323	1.192683	0.6320939	1.972716e-06	0.00079684066	8229	315.3905	387	1.22705	0.4719512	0.0470288	1.293123e-07	1.51133750625e-05
GO:0044238	primary metabolic process	0.5060814	258.6076	311	1.202594	0.6086106	2.008842e-06	0.00079684066	7840	300.4814	372	1.238013	0.4536585	0.04744898	1.089801e-07	1.30876101743119e-05
GO:0016055	Wnt signaling pathway	0.02709545	13.84577	34	2.455623	0.0665362	2.287771e-06	0.000880791835	243	9.313391	32	3.435913	0.03902439	0.1316872	1.170139e-09	3.64693321666667e-07
GO:0010941	regulation of cell death	0.1415059	72.30949	111	1.535068	0.2172211	2.437373e-06	0.000911577502	1592	61.01613	107	1.753635	0.1304878	0.06721106	7.296093e-09	1.80199730886792e-06
GO:0097190	apoptotic signaling pathway	0.02123947	10.85337	29	2.671981	0.05675147	2.639323e-06	0.000947858221081081	280	10.73148	25	2.329595	0.0304878	0.08928571	8.350344e-05	0.00435482083505976
GO:0010646	regulation of cell communication	0.2781266	142.1227	190	1.336873	0.37182	2.679202e-06	0.000947858221081081	3085	118.2379	192	1.623845	0.2341463	0.06223663	1.785493e-12	1.29303640052632e-09
GO:1901991	negative regulation of mitotic cell cycle phase transition	0.009426705	4.817046	18	3.73673	0.03522505	2.787247e-06	0.000960133242894737	114	4.369245	14	3.204215	0.01707317	0.122807	0.000118366	0.00580303722846442
GO:0042981	regulation of apoptotic process	0.1275241	65.16482	102	1.565262	0.1996086	3.036112e-06	0.00101904374564103	1458	55.88035	96	1.717956	0.1170732	0.06584362	1.254911e-07	1.47989053963964e-05
GO:0023051	regulation of signaling	0.2792167	142.6797	190	1.331654	0.37182	3.500698e-06	0.0010779158372093	3108	119.1194	193	1.620223	0.2353659	0.06209781	1.876829e-12	1.29303640052632e-09
GO:0021723	medullary reticular formation development	0.0001921483	0.09818781	4	40.73826	0.007827789	3.5409e-06	0.0010779158372093	1	0.03832671	1	26.09146	0.001219512	1	0.03832671	0.348158663358779
GO:0048894	efferent axon development in a lateral line nerve	0.0001921483	0.09818781	4	40.73826	0.007827789	3.5409e-06	0.0010779158372093	1	0.03832671	1	26.09146	0.001219512	1	0.03832671	0.348158663358779
GO:0061452	retrotrapezoid nucleus neuron differentiation	0.0001921483	0.09818781	4	40.73826	0.007827789	3.5409e-06	0.0010779158372093	1	0.03832671	1	26.09146	0.001219512	1	0.03832671	0.348158663358779
GO:0044249	cellular biosynthetic process	0.2868266	146.5684	194	1.323614	0.3796477	3.841169e-06	0.0011427477775	3683	141.1573	207	1.466449	0.252439	0.05620418	2.136668e-09	6.3565873e-07
GO:1902105	regulation of leukocyte differentiation	0.02783198	14.22214	34	2.390638	0.0665362	4.033185e-06	0.0011585256123913	276	10.57817	31	2.930563	0.03780488	0.1123188	9.217375e-08	1.14909941666667e-05
GO:0051171	regulation of nitrogen compound metabolic process	0.3309862	169.1339	218	1.288919	0.4266145	4.071213e-06	0.0011585256123913	4240	162.5053	222	1.36611	0.2707317	0.05235849	1.876994e-07	2.08219080169491e-05
GO:0051252	regulation of RNA metabolic process	0.2909189	148.6596	196	1.318449	0.3835616	4.295616e-06	0.00117077040142857	3624	138.896	198	1.425527	0.2414634	0.05463576	5.154329e-08	6.96297989381443e-06
GO:0048925	lateral line system development	0.0002020753	0.1032605	4	38.73699	0.007827789	4.313968e-06	0.00117077040142857	2	0.07665342	1	13.04573	0.001219512	0.5	0.07518621	0.487462847399703
GO:1901988	negative regulation of cell cycle phase transition	0.00974681	4.98062	18	3.614008	0.03522505	4.382563e-06	0.00117077040142857	122	4.675859	14	2.994102	0.01707317	0.1147541	0.000244288	0.0103764853624595
GO:0043067	regulation of programmed cell death	0.1288259	65.83004	102	1.549445	0.1996086	4.716443e-06	0.0012347647774	1472	56.41692	97	1.719342	0.1182927	0.06589674	1.030927e-07	1.26827908971963e-05
GO:0019219	regulation of nucleobase-containing compound metabolic process	0.315227	161.081	209	1.297484	0.409002	4.917117e-06	0.00126206003	3978	152.4637	212	1.390495	0.2585366	0.05329311	1.036714e-07	1.26827908971963e-05
GO:0009058	biosynthetic process	0.2952923	150.8944	198	1.312176	0.3874755	5.116535e-06	0.00128798929134615	3833	146.9063	211	1.43629	0.2573171	0.05504827	8.179991e-09	1.946837858e-06
GO:0034641	cellular nitrogen compound metabolic process	0.3108111	158.8245	206	1.297029	0.4031311	6.313258e-06	0.001534199884	4393	168.3692	222	1.318531	0.2707317	0.05053494	2.827522e-06	0.000224316745333333
GO:0009890	negative regulation of biosynthetic process	0.1478	75.52581	113	1.496177	0.221135	6.345814e-06	0.001534199884	1597	61.20776	109	1.78082	0.1329268	0.06825297	2.215566e-09	6.44483532e-07
GO:0031327	negative regulation of cellular biosynthetic process	0.146194	74.70513	112	1.499228	0.2191781	6.446218e-06	0.001534199884	1570	60.17294	108	1.794827	0.1317073	0.06878981	1.720984e-09	5.23899547906977e-07
GO:0006807	nitrogen compound metabolic process	0.3368253	172.1177	220	1.278195	0.4305284	6.59299e-06	0.0015411114125	4726	181.132	239	1.319479	0.2914634	0.05057131	8.912142e-07	8.39280135107914e-05
GO:0045935	positive regulation of nucleobase-containing compound metabolic process	0.1698191	86.77755	126	1.451988	0.2465753	6.843758e-06	0.00157166302140351	1744	66.84179	120	1.795284	0.1463415	0.06880734	1.807191e-10	9.09851161153846e-08
GO:0051254	positive regulation of RNA metabolic process	0.1531034	78.23584	116	1.482696	0.2270059	6.989298e-06	0.00157741225551724	1499	57.45174	110	1.91465	0.1341463	0.07338225	2.678558e-11	1.46093017583333e-08
GO:0031324	negative regulation of cellular metabolic process	0.214627	109.6744	152	1.385921	0.297456	7.117297e-06	0.00157907487677966	2497	95.7018	154	1.609165	0.1878049	0.06167401	1.03065e-09	3.29053865853658e-07
GO:0043170	macromolecule metabolic process	0.455129	232.5709	282	1.212533	0.5518591	7.271577e-06	0.0015864157155	6610	253.3396	320	1.263127	0.3902439	0.0484115	2.827693e-07	3.0126635e-05
GO:0010033	response to organic substance	0.2254156	115.1874	158	1.371678	0.3091977	7.665739e-06	0.00164499218868852	2725	104.4403	157	1.503251	0.1914634	0.05761468	7.226838e-08	9.2744421e-06
GO:1901576	organic substance biosynthetic process	0.2899173	148.1477	194	1.309504	0.3796477	7.96534e-06	0.00168171452580645	3750	143.7252	207	1.440249	0.252439	0.0552	9.659014e-09	2.06925769919355e-06
GO:0071310	cellular response to organic substance	0.1722372	88.01321	127	1.442965	0.2485323	8.424899e-06	0.00173151761030769	1827	70.0229	123	1.756568	0.15	0.06732348	4.049193e-10	1.70980439903226e-07
GO:0032268	regulation of cellular protein metabolic process	0.1927976	98.51959	139	1.410887	0.2720157	8.561995e-06	0.00173151761030769	2406	92.21407	145	1.572428	0.1768293	0.060266	1.618689e-08	2.94286652916667e-06
GO:0051173	positive regulation of nitrogen compound metabolic process	0.1774062	90.65456	130	1.434015	0.2544031	8.598063e-06	0.00173151761030769	1852	70.98107	124	1.746945	0.1512195	0.06695464	4.780075e-10	1.840328875e-07
GO:0016070	RNA metabolic process	0.2242362	114.5847	157	1.370166	0.3072407	8.876147e-06	0.00176043582166667	2859	109.5761	163	1.487551	0.1987805	0.05701294	7.616744e-08	9.67992028737864e-06
GO:0090304	nucleic acid metabolic process	0.2475505	126.4983	170	1.343891	0.332681	9.630544e-06	0.00188154956656716	3314	127.0147	175	1.377793	0.2134146	0.05280628	3.605094e-06	0.000281432506666667
GO:0008152	metabolic process	0.5484657	280.266	328	1.170317	0.6418787	1.142497e-05	0.00219296580289855	8684	332.8292	401	1.204822	0.4890244	0.04617688	5.574714e-07	5.4457467358209e-05
GO:0045930	negative regulation of mitotic cell cycle	0.0193683	9.897201	26	2.627005	0.05088063	1.155956e-05	0.00219296580289855	197	7.550362	21	2.781324	0.02560976	0.106599	2.376867e-05	0.00149582639567308
GO:1901360	organic cyclic compound metabolic process	0.3013453	153.9875	199	1.292313	0.3894325	1.346442e-05	0.00251784654	4156	159.2858	212	1.330941	0.2585366	0.05101059	2.739822e-06	0.00021868457304878
GO:0050776	regulation of immune response	0.04306017	22.00375	44	1.999659	0.08610568	1.434377e-05	0.00262366186133333	617	23.64758	42	1.77608	0.05121951	0.06807131	0.0002481262	0.0104773288967742
GO:0045786	negative regulation of cell cycle	0.03759064	19.20882	40	2.082377	0.07827789	1.452426e-05	0.00262366186133333	385	14.75578	33	2.236411	0.0402439	0.08571429	1.522233e-05	0.00103243678601036
GO:0003358	noradrenergic neuron development	0.0005807128	0.2967442	5	16.84953	0.009784736	1.473037e-05	0.00262366186133333	3	0.1149801	2	17.39431	0.002439024	0.6666667	0.004289439	0.09115057875
GO:0045017	glycerolipid biosynthetic process	0.008674027	4.432428	16	3.60976	0.03131115	1.495539e-05	0.00262366186133333	114	4.369245	13	2.975342	0.01585366	0.1140351	0.0004279835	0.0162385623623188
GO:0009987	cellular process	0.8087012	413.2463	449	1.086519	0.8786693	1.503244e-05	0.00262366186133333	14736	564.7824	613	1.085374	0.747561	0.04159881	9.448613e-05	0.00483134156914062
GO:1901653	cellular response to peptide	0.02338196	11.94818	29	2.427147	0.05675147	1.572215e-05	0.0026929768	243	9.313391	24	2.576935	0.02926829	0.09876543	2.302551e-05	0.00146374985291262
GO:0006725	cellular aromatic compound metabolic process	0.2911195	148.7621	193	1.297374	0.3776908	1.584104e-05	0.0026929768	3972	152.2337	206	1.353183	0.2512195	0.05186304	1.269084e-06	0.000114567652137931
GO:0080134	regulation of response to stress	0.1004513	51.33061	82	1.597487	0.1604697	1.691436e-05	0.0028066577	1128	43.23253	79	1.827328	0.09634146	0.07003546	1.569762e-07	1.77139522241379e-05
GO:0012501	programmed cell death	0.0725877	37.09231	64	1.725425	0.1252446	1.734062e-05	0.0028066577	848	32.50105	59	1.815326	0.07195122	0.06957547	7.623812e-06	0.000563817508926554
GO:0031047	gene silencing by RNA	0.003504844	1.790975	10	5.58355	0.01956947	1.750954e-05	0.0028066577	71	2.721197	9	3.307369	0.01097561	0.1267606	0.001515104	0.0436843862555066
GO:0051246	regulation of protein metabolic process	0.2060063	105.2692	145	1.377421	0.2837573	1.788785e-05	0.0028066577	2590	99.26618	155	1.561458	0.1890244	0.05984556	7.295098e-09	1.80199730886792e-06
GO:0006950	response to stress	0.209511	107.0601	147	1.373061	0.2876712	1.795404e-05	0.0028066577	2953	113.1788	157	1.387186	0.1914634	0.05316627	9.10252e-06	0.00065829826961326
GO:0006139	nucleobase-containing compound metabolic process	0.2771507	141.624	185	1.306276	0.3620352	1.797563e-05	0.0028066577	3795	145.4499	199	1.368169	0.2426829	0.05243742	9.682063e-07	8.98852515390071e-05
GO:0061158	3'-UTR-mediated mRNA destabilization	0.001539146	0.7865038	7	8.900148	0.01369863	1.803939e-05	0.0028066577	13	0.4982473	5	10.03518	0.006097561	0.3846154	8.132807e-05	0.004264818866
GO:0046483	heterocycle metabolic process	0.2844683	145.3633	189	1.300191	0.369863	1.822505e-05	0.0028066577	3925	150.4323	203	1.349444	0.247561	0.05171975	1.905231e-06	0.000164075485460526
GO:0046474	glycerophospholipid biosynthetic process	0.007923681	4.049001	15	3.704618	0.02935421	2.045986e-05	0.00311418101627907	103	3.947651	12	3.039782	0.01463415	0.1165049	0.0005791325	0.0207603108196721
GO:0061013	regulation of mRNA catabolic process	0.002845477	1.454039	9	6.189655	0.01761252	2.077281e-05	0.00312547221724138	32	1.226455	7	5.707508	0.008536585	0.21875	0.0001721862	0.0078261019375
GO:0060548	negative regulation of cell death	0.09022505	46.105	75	1.626722	0.146771	2.2631e-05	0.00336636125	970	37.17691	72	1.936686	0.08780488	0.0742268	6.184678e-08	8.17751868888889e-06
GO:0006955	immune response	0.05689605	29.07388	53	1.822942	0.1037182	2.356267e-05	0.00346556573370786	928	35.56719	54	1.518253	0.06585366	0.05818966	0.001553664	0.0443081955555556
GO:0030097	hemopoiesis	0.05549254	28.35669	52	1.833783	0.1017613	2.421355e-05	0.00352172632777778	629	24.1075	49	2.032562	0.0597561	0.07790143	2.242821e-06	0.000188195685192308
GO:0048584	positive regulation of response to stimulus	0.1643335	83.9744	120	1.429007	0.2348337	2.553367e-05	0.00367292022307692	1825	69.94625	118	1.68701	0.1439024	0.06465753	1.022154e-08	2.12380886666667e-06
GO:0006793	phosphorus metabolic process	0.1492517	76.26761	111	1.455402	0.2172211	2.632346e-05	0.00371788513870968	1813	69.48633	109	1.568654	0.1329268	0.06012135	1.486254e-06	0.000131453140945946
GO:0010629	negative regulation of gene expression	0.1475873	75.41709	110	1.458555	0.2152642	2.641431e-05	0.00371788513870968	1583	60.67118	108	1.780087	0.1317073	0.06822489	2.714899e-09	7.56128253404255e-07
GO:0050794	regulation of cellular process	0.668373	341.5386	384	1.124324	0.7514677	2.731639e-05	0.00380017994631579	11181	428.531	476	1.110772	0.5804878	0.04257222	0.0003940118	0.0150367768571429
GO:0006796	phosphate-containing compound metabolic process	0.1443906	73.78358	108	1.46374	0.2113503	2.757961e-05	0.00380017994631579	1749	67.03342	106	1.581301	0.1292683	0.06060606	1.463001e-06	0.000130276755714286
GO:0044707	single-multicellular organism process	0.4717849	241.0821	287	1.190466	0.5616438	2.884412e-05	0.00393301594583333	5396	206.8109	300	1.4506	0.3658537	0.05559674	1.28411e-13	1.95793965888889e-10
GO:0010558	negative regulation of macromolecule biosynthetic process	0.1398676	71.47237	105	1.469099	0.2054795	3.173394e-05	0.00428244612989691	1500	57.49007	102	1.77422	0.1243902	0.068	9.447554e-09	2.06114136433333e-06
GO:2000113	negative regulation of cellular macromolecule biosynthetic process	0.1351651	69.06935	102	1.476777	0.1996086	3.452088e-05	0.00460472615555556	1424	54.57724	99	1.813943	0.1207317	0.06952247	5.223936e-09	1.34081024e-06
GO:0071375	cellular response to peptide hormone stimulus	0.01826586	9.333854	24	2.571285	0.04696673	3.482566e-05	0.00460472615555556	203	7.780323	20	2.570588	0.02439024	0.09852217	0.0001115523	0.005531134875
GO:0061157	mRNA destabilization	0.00236871	1.210411	8	6.609325	0.01565558	3.77418e-05	0.00494040162	22	0.8431877	6	7.115854	0.007317073	0.2727273	0.0001370625	0.00654798585766423
GO:0010605	negative regulation of macromolecule metabolic process	0.2091189	106.8598	145	1.356919	0.2837573	3.863155e-05	0.00500680187623762	2448	93.82379	145	1.54545	0.1768293	0.05923203	4.823421e-08	6.71687030744681e-06
GO:0006915	apoptotic process	0.07011641	35.82948	61	1.702508	0.1193738	4.069072e-05	0.00522197573333333	813	31.15962	56	1.797198	0.06829268	0.06888069	1.733108e-05	0.00115753200357143
GO:0048534	hematopoietic or lymphoid organ development	0.06119614	31.27123	55	1.758805	0.1076321	4.294218e-05	0.00545740908932039	687	26.33045	52	1.9749	0.06341463	0.07569141	2.551107e-06	0.000207416090869565
GO:0050779	RNA destabilization	0.002416874	1.235022	8	6.477615	0.01565558	4.340335e-05	0.00546297934134615	24	0.9198411	6	6.522866	0.007317073	0.25	0.0002315621	0.0100037884125413
GO:0006468	protein phosphorylation	0.07505806	38.35467	64	1.668637	0.1252446	4.667128e-05	0.00581835290666667	795	30.46974	58	1.903528	0.07073171	0.07295597	2.151014e-06	0.000181656601677419
GO:0002520	immune system development	0.06293105	32.15777	56	1.741414	0.109589	4.751842e-05	0.00586807658301887	714	27.36527	53	1.936761	0.06463415	0.07422969	3.611968e-06	0.000281432506666667
GO:0002684	positive regulation of immune system process	0.05706198	29.15867	52	1.783346	0.1017613	4.955239e-05	0.00606206341214953	731	28.01683	49	1.748949	0.0597561	0.06703146	0.0001127382	0.00556884165283019
GO:0003360	brainstem development	0.0003835957	0.1960174	4	20.40635	0.007827789	5.205909e-05	0.00619834705	5	0.1916336	1	5.218293	0.001219512	0.2	0.1775118	0.736958281636537
GO:0032845	negative regulation of homeostatic process	0.01402659	7.167586	20	2.79034	0.03913894	5.207055e-05	0.00619834705	161	6.170601	17	2.754999	0.02073171	0.1055901	0.0001552933	0.00723412561209964
GO:1901362	organic cyclic compound biosynthetic process	0.2086114	106.6005	144	1.350839	0.2818004	5.208695e-05	0.00619834705	2481	95.08857	147	1.545927	0.1792683	0.0592503	3.733057e-08	5.42952401444445e-06
GO:1901699	cellular response to nitrogen compound	0.04991054	25.50428	47	1.842828	0.09197652	5.390395e-05	0.00635678113063063	506	19.39332	42	2.165695	0.05121951	0.08300395	2.47438e-06	0.000203708391194969
GO:0044271	cellular nitrogen compound biosynthetic process	0.2247323	114.8382	153	1.332309	0.2994129	5.507348e-05	0.006436712975	2809	107.6597	160	1.486164	0.195122	0.05695977	1.105596e-07	1.31565924e-05
GO:0017148	negative regulation of translation	0.008665346	4.427992	15	3.38754	0.02935421	5.568123e-05	0.00645015310353982	131	5.020799	13	2.589229	0.01585366	0.09923664	0.001584844	0.0448069286393089
GO:0034654	nucleobase-containing compound biosynthetic process	0.196741	100.5347	137	1.362714	0.2681018	5.712869e-05	0.00655977677280702	2304	88.30474	140	1.585419	0.1707317	0.06076389	1.824446e-08	3.18426641866667e-06
GO:0051241	negative regulation of multicellular organismal process	0.1238194	63.27174	94	1.485655	0.183953	6.04944e-05	0.00688584083478261	1095	41.96775	89	2.120676	0.1085366	0.08127854	1.419917e-11	8.08117979565218e-09
GO:0018130	heterocycle biosynthetic process	0.2007038	102.5596	139	1.355309	0.2720157	6.391504e-05	0.00719925050683761	2370	90.83431	142	1.563286	0.1731707	0.05991561	3.396239e-08	5.10997339195402e-06
GO:0046339	diacylglycerol metabolic process	0.0007939109	0.4056885	5	12.32473	0.009784736	6.434777e-05	0.00719925050683761	17	0.6515541	5	7.67396	0.006097561	0.2941176	0.0003440802	0.013525555009009
GO:0045619	regulation of lymphocyte differentiation	0.01661274	8.489111	22	2.591555	0.04305284	6.535896e-05	0.0072504134440678	166	6.362234	19	2.986372	0.02317073	0.1144578	2.128137e-05	0.0013928656665
GO:0019438	aromatic compound biosynthetic process	0.2026235	103.5406	140	1.352126	0.2739726	6.651906e-05	0.00729528201818182	2377	91.10259	143	1.569659	0.1743902	0.06015987	2.327704e-08	3.76168461234568e-06
GO:0034645	cellular macromolecule biosynthetic process	0.2380526	121.6449	160	1.315304	0.3131115	6.690148e-05	0.00729528201818182	2937	112.5656	169	1.501347	0.2060976	0.05754171	2.131988e-08	3.57791319487179e-06
GO:0044763	single-organism cellular process	0.6416077	327.8615	369	1.125475	0.7221135	6.743538e-05	0.00729528201818182	8980	344.1739	449	1.304573	0.547561	0.05	4.039366e-14	8.81255015666667e-11
GO:0032269	negative regulation of cellular protein metabolic process	0.08072242	41.24915	67	1.624276	0.1311155	6.811744e-05	0.00730866630819672	1012	38.78663	63	1.624271	0.07682927	0.06225296	0.0001069937	0.00535291568320611
GO:0045944	positive regulation of transcription from RNA polymerase II promoter	0.1242609	63.49732	94	1.480377	0.183953	6.892531e-05	0.00733522201544715	1145	43.88409	88	2.005283	0.1073171	0.0768559	3.343497e-10	1.5334194737931e-07
GO:0009059	macromolecule biosynthetic process	0.2400117	122.646	161	1.312721	0.3150685	6.948891e-05	0.00733556316048387	2966	113.677	170	1.495465	0.2073171	0.05731625	2.519064e-08	3.9255414e-06
GO:0051093	negative regulation of developmental process	0.1096118	56.01163	85	1.517542	0.1663405	7.142878e-05	0.0074800218416	958	36.71699	75	2.042651	0.09146341	0.0782881	3.392375e-09	9.25128932291667e-07
GO:0000956	nuclear-transcribed mRNA catabolic process	0.005943109	3.036929	12	3.951361	0.02348337	7.433619e-05	0.00770816921875	97	3.717691	10	2.689842	0.01219512	0.1030928	0.004029083	0.0884911014597315
GO:2001141	regulation of RNA biosynthetic process	0.2819484	144.0757	184	1.277107	0.3600783	7.530499e-05	0.00770816921875	3499	134.1052	188	1.401885	0.2292683	0.05372964	4.189777e-07	4.25148689379845e-05
GO:0008219	cell death	0.07632323	39.00117	64	1.640976	0.1252446	7.5374e-05	0.00770816921875	881	33.76583	59	1.747328	0.07195122	0.06696935	2.354545e-05	0.00148893691062802
GO:0006355	regulation of transcription, DNA-templated	0.2806759	143.4254	183	1.275925	0.3581213	8.440573e-05	0.00856489151705426	3476	133.2237	187	1.403655	0.2280488	0.05379747	4.171108e-07	4.25148689379845e-05
GO:0050896	response to stimulus	0.5096722	260.4425	303	1.163405	0.592955	9.448136e-05	0.00951354617230769	8144	312.1327	348	1.11491	0.4243902	0.04273084	0.004938771	0.100385888804348
